БЕ,Класс ЕО,Тип конструкции,Техместо,МВЗ,Модель ЕО,ЕО,Наименоваание ЕО,Дата начала эксплуатации,Дата завершения эксплуатации,Среднесуточная наработка,Наработка 1.03.2022,Дата время начала работ,Дата время завершения работ,Год,Месяц,Вид ТОИР,"Время простоя, час"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-03 08:00:00,2023-09-03 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-03 10:14:24,2023-09-03 14:44:24,2023,9,ТО-500,"4,5"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-03 15:45:36,2023-09-04 11:45:36,2023,9,ТР,"20,0"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-04 08:00:00,2023-09-04 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-04 08:00:00,2023-09-04 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-05 08:00:00,2023-09-05 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-05 08:00:00,2023-09-05 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-06 08:00:00,2023-09-06 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-06 08:00:00,2023-09-06 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-07 08:00:00,2023-09-07 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-07 08:00:00,2023-09-07 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-08 08:00:00,2023-09-08 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-08 08:00:00,2023-09-08 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-09 08:00:00,2023-09-09 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-09 08:00:00,2023-09-09 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-10 08:00:00,2023-09-10 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-10 08:00:00,2023-09-10 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-11 08:00:00,2023-09-11 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-11 08:00:00,2023-09-11 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-12 08:00:00,2023-09-12 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-12 08:00:00,2023-09-12 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-13 08:00:00,2023-09-13 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-13 08:00:00,2023-09-13 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-14 08:00:00,2023-09-14 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-14 08:00:00,2023-09-14 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-15 08:00:00,2023-09-15 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-15 08:00:00,2023-09-15 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-15 11:09:36,2023-09-16 07:09:36,2023,9,ТР,"20,0"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-16 03:54:00,2023-09-16 23:54:00,2023,9,ТР,"20,0"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-16 08:00:00,2023-09-16 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-16 08:00:00,2023-09-16 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-17 08:00:00,2023-09-17 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-17 08:00:00,2023-09-17 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-18 08:00:00,2023-09-18 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-18 08:00:00,2023-09-18 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-19 08:00:00,2023-09-19 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-19 08:00:00,2023-09-19 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-20 08:00:00,2023-09-20 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-20 08:00:00,2023-09-20 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-21 08:00:00,2023-09-21 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-21 08:00:00,2023-09-21 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-22 08:00:00,2023-09-22 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-22 08:00:00,2023-09-22 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-23 00:48:00,2023-09-23 06:18:00,2023,9,ТО-1000,"5,5"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-23 08:00:00,2023-09-23 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-23 08:00:00,2023-09-23 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-24 08:00:00,2023-09-24 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-24 08:00:00,2023-09-24 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-25 08:00:00,2023-09-25 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-25 08:00:00,2023-09-25 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-26 08:00:00,2023-09-26 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-26 08:00:00,2023-09-26 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-27 02:45:36,2023-09-27 12:45:36,2023,9,Трдоп.сист.,"10,0"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-27 05:39:36,2023-09-27 18:33:36,2023,9,ТО-4000,"12,9"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-27 08:00:00,2023-09-27 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-27 08:00:00,2023-09-27 08:39:36,2023,9,ЕТО,"0,66"
