ПозПредупредТОРО,ПланПредупрТОРО,Позиция предупред. ТОРО - описание,Группа плановиков,Единица оборудования,Вид работы ТОРО,Вид заказа,Тип техкарты,Группа,СчетГруппТехкарт,updated-counter,strategy_str_counter,gruppa_str_counter,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч"
160793,100000059503,Техническое обслуживание 4,100,100000067189,ТО4,APP1,A,A0003686,О4,О4,2-0360_strО4,A0003686_strО4,"20,800","20,800"
160794,100000059503,Техническое обслуживание 5,100,100000067189,ТО5,APP1,A,A0003686,О5,О5,2-0360_strО5,A0003686_strО5,"20,800","20,800"
160795,100000059504,КР ходовой части,100,100000067189,КР,APP1,A,A0003686,34,34,2-0467_str34,A0003686_str34,"3 096,000","480,000"
160796,100000059505,Замена двигателя,100,100000067189,ЗМН,APP1,,,,,2-0512_strnan,nan_strnan,,
160797,100000059506,Замена бортовых редукторов,100,100000067189,ЗМН,APP1,,,,,2-0521_strnan,nan_strnan,,
160798,100000059506,КР бортовых редукторов,100,100000067189,КР,APP1,A,A0003686,2,2,2-0521_str2,A0003686_str2,"57,000","28,500"
160799,100000059507,Замена редуктора пов.платформы,100,100000067189,ЗМН,APP1,A,A0003686,ЗР,ЗР,2-0543_strЗР,A0003686_strЗР,"48,000","24,000"
160800,100000059507,КР редуктора поворот.платформы,100,100000067189,КР,APP1,A,A0003686,КП,КП,2-0543_strКП,A0003686_strКП,"54,000","27,000"
160801,100000059508,КР рабочего оборудования,100,100000067189,КР,APP1,A,A0003686,КО,КО,2-0544_strКО,A0003686_strКО,"3 096,000","480,000"
160813,100000059512,Техническое обслуживание 1,100,100000067265,ТО1,APP1,A,A0004100,О1,О1,2-0386_strО1,A0004100_strО1,"10,100","8,700"
160814,100000059512,Техническое обслуживание 2,100,100000067265,ТО2,APP1,A,A0004100,О2,О2,2-0386_strО2,A0004100_strО2,"17,300","14,800"
160815,100000059512,Техническое обслуживание 3,100,100000067265,ТО3,APP1,A,A0004100,О3,О3,2-0386_strО3,A0004100_strО3,"39,200","36,300"
160816,100000059513,КР электрооборудования,100,100000067265,КР,APP1,A,A0004100,36,36,2-0494_str36,A0004100_str36,"80,000","60,000"
160817,100000059514,КР ходовой части,100,100000067265,КР,APP1,A,A0004100,34,34,2-0530_str34,A0004100_str34,"100,000","48,000"
160818,100000059515,КР навесного оборудования,100,100000067265,КР,APP1,A,A0004100,27,27,2-0536_str27,A0004100_str27,"182,000","84,000"
160819,100000059516,КР гидравлического обор.,100,100000067265,КР,APP1,A,A0004100,5,5,2-0537_str5,A0004100_str5,"250,000","120,000"
160820,100000059517,Замена двигателя,100,100000067265,ЗМН,APP1,A,A0004100,ЗД,ЗД,2-0538_strЗД,A0004100_strЗД,"0,000","0,000"
160821,100000059517,Замена коробки передач,100,100000067265,ЗМН,APP1,A,A0004100,ЗК,ЗК,2-0538_strЗК,A0004100_strЗК,"0,000","0,000"
160831,100000059771,ТО-1 Погрузчик WA600-6 СЛ,100,100000068226,ТО1,APP1,A,M0005147,О1,О1,2-0287_strО1,M0005147_strО1,"12,900","11,900"
160832,100000059771,ТО-2 Погрузчик WA600-6 СЛ,100,100000068226,ТО2,APP1,A,M0005147,О2,О2,2-0287_strО2,M0005147_strО2,"13,300","12,300"
160833,100000059771,ТО-3 Погрузчик WA600-6 СЛ,100,100000068226,ТО3,APP1,A,M0005147,О3,О3,2-0287_strО3,M0005147_strО3,"19,700","18,700"
160834,100000059771,ТО-4 Погрузчик WA600-6 СЛ,100,100000068226,ТО4,APP1,A,M0005147,О4,О4,2-0287_strО4,M0005147_strО4,"36,400","31,900"
160835,100000059771,ТО-5 Погрузчик WA600-6 СЛ,100,100000068226,ТО5,APP1,A,M0005147,О5,О5,2-0287_strО5,M0005147_strО5,"87,700","75,200"
161324,100000059974,ТО-1 Экскаватор РС1250-8 СЛ,100,100000068233,ТО1,APP1,A,M0003691,О1,О1,2-0387_strО1,M0003691_strО1,"38,500","28,500"
161325,100000059974,ТО-2 Экскаватор РС1250-8 СЛ,100,100000068233,ТО2,APP1,A,M0003691,О2,О2,2-0387_strО2,M0003691_strО2,"40,300","30,300"
161326,100000059974,ТО-3 Экскаватор РС1250-8 СЛ,100,100000068233,ТО3,APP1,A,M0003691,О3,О3,2-0387_strО3,M0003691_strО3,"84,800","56,800"
161327,100000059974,ТО-4 Экскаватор РС1250-8 СЛ,100,100000068233,ТО4,APP1,A,M0003691,О4,О4,2-0387_strО4,M0003691_strО4,"537,300","219,300"
161341,100000049596,ТО-1 Бульдозер D375А-6 СЛ,100,100000068223,ТО1,APP1,A,O0000366,О1,О1,2-0287_strО1,O0000366_strО1,"8,100","8,100"
161342,100000049596,ТО-2 Бульдозер D375А-6 СЛ,100,100000068223,ТО2,APP1,A,O0000366,О2,О2,2-0287_strО2,O0000366_strО2,"11,100","11,100"
161343,100000049596,ТО-3 Бульдозер D375А-6 СЛ,100,100000068223,ТО3,APP1,A,O0000366,О3,О3,2-0287_strО3,O0000366_strО3,"15,800","13,800"
161344,100000049596,ТО-4 Бульдозер D375А-6 СЛ,100,100000068223,ТО4,APP1,A,O0000366,О4,О4,2-0287_strО4,O0000366_strО4,"26,300","23,300"
161345,100000049596,ТО-5 Бульдозер D375А-6 СЛ,100,100000068223,ТО5,APP1,A,O0000366,О5,О5,2-0287_strО5,O0000366_strО5,"94,200","74,200"
161379,100000060004,ТО-1 Бульдозер D155A-5 СЛ,100,100000068224,ТО1,APP1,A,O0000365,О1,О1,2-0175_strО1,O0000365_strО1,"6,900","6,900"
161380,100000060004,ТО-2 Бульдозер D155A-5 СЛ,100,100000068224,ТО2,APP1,A,O0000365,О2,О2,2-0175_strО2,O0000365_strО2,"8,300","8,300"
161381,100000060004,ТО-3 Бульдозер D155A-5 СЛ,100,100000068224,ТО3,APP1,A,O0000365,О3,О3,2-0175_strО3,O0000365_strО3,"14,800","13,300"
161382,100000060004,ТО-4 Бульдозер D155A-5 СЛ,100,100000068224,ТО4,APP1,A,O0000365,О4,О4,2-0175_strО4,O0000365_strО4,"28,400","24,900"
161383,100000060004,ТО-5 Бульдозер D155A-5 СЛ,100,100000068224,ТО5,APP1,A,O0000365,О5,О5,2-0175_strО5,O0000365_strО5,"88,900","70,400"
161541,100000060160,ТО-1 Автогрейдер САТ 140М СЛ,100,100000068268,ТО1,APP1,A,M0010918,О1,О1,2-0175_strО1,M0010918_strО1,"8,000","4,000"
161542,100000060160,ТО-2 Автогрейдер САТ 140М СЛ,100,100000068268,ТО2,APP1,A,M0010918,О2,О2,2-0175_strО2,M0010918_strО2,"12,000","6,000"
161543,100000060160,ТО-3 Автогрейдер САТ 140М СЛ,100,100000068268,ТО3,APP1,A,M0010918,О3,О3,2-0175_strО3,M0010918_strО3,"24,000","12,000"
161544,100000060160,ТО-4 Автогрейдер САТ 140М СЛ,100,100000068268,ТО4,APP1,A,M0010918,О4,О4,2-0175_strО4,M0010918_strО4,"24,000","12,000"
161545,100000060160,ТО-5 Автогрейдер САТ 140М СЛ,100,100000068268,ТО5,APP1,A,M0010918,О5,О5,2-0175_strО5,M0010918_strО5,"48,000","24,000"
161546,100000060161,ТО-1 БелАЗ 7547 №1 СЛ,100,100000068227,ТО1,APP1,A,M0003986,О1,О1,2-0175_strО1,M0003986_strО1,"12,000","6,000"
161547,100000060161,ТО-2 БелАЗ 7547 №1 СЛ,100,100000068227,ТО2,APP1,A,M0003986,О2,О2,2-0175_strО2,M0003986_strО2,"16,000","8,000"
161548,100000060161,ТО-3 БелАЗ 7547 №1 СЛ,100,100000068227,ТО3,APP1,A,M0003986,О3,О3,2-0175_strО3,M0003986_strО3,"24,000","12,000"
161549,100000060162,ТО-1 БелАЗ 7547 №2 СЛ,100,100000068228,ТО1,APP1,A,M0003986,О1,О1,2-0175_strО1,M0003986_strО1,"12,000","6,000"
161550,100000060162,ТО-2 БелАЗ 7547 №2 СЛ,100,100000068228,ТО2,APP1,A,M0003986,О2,О2,2-0175_strО2,M0003986_strО2,"16,000","8,000"
161551,100000060162,ТО-3 БелАЗ 7547 №2 СЛ,100,100000068228,ТО3,APP1,A,M0003986,О3,О3,2-0175_strО3,M0003986_strО3,"24,000","12,000"
161552,100000060163,ТО-1 БелАЗ 7547 №3 СЛ,100,100000068229,ТО1,APP1,A,M0003986,О1,О1,2-0175_strО1,M0003986_strО1,"12,000","6,000"
161553,100000060163,ТО-2 БелАЗ 7547 №3 СЛ,100,100000068229,ТО2,APP1,A,M0003986,О2,О2,2-0175_strО2,M0003986_strО2,"16,000","8,000"
161554,100000060163,ТО-3 БелАЗ 7547 №3 СЛ,100,100000068229,ТО3,APP1,A,M0003986,О3,О3,2-0175_strО3,M0003986_strО3,"24,000","12,000"
161555,100000060164,ТО-1 БелАЗ 7547 №4 СЛ,100,100000068230,ТО1,APP1,A,M0003986,О1,О1,2-0175_strО1,M0003986_strО1,"12,000","6,000"
161556,100000060164,ТО-2 БелАЗ 7547 №4 СЛ,100,100000068230,ТО2,APP1,A,M0003986,О2,О2,2-0175_strО2,M0003986_strО2,"16,000","8,000"
161557,100000060164,ТО-3 БелАЗ 7547 №4 СЛ,100,100000068230,ТО3,APP1,A,M0003986,О3,О3,2-0175_strО3,M0003986_strО3,"24,000","12,000"
161558,100000060165,ТО-1 БелАЗ 7547 №5 СЛ,100,100000068231,ТО1,APP1,A,M0003986,О1,О1,2-0175_strО1,M0003986_strО1,"12,000","6,000"
161559,100000060165,ТО-2 БелАЗ 7547 №5 СЛ,100,100000068231,ТО2,APP1,A,M0003986,О2,О2,2-0175_strО2,M0003986_strО2,"16,000","8,000"
161560,100000060165,ТО-3 БелАЗ 7547 №5 СЛ,100,100000068231,ТО3,APP1,A,M0003986,О3,О3,2-0175_strО3,M0003986_strО3,"24,000","12,000"
161561,100000060166,ТО-1 БелАЗ 7547 №6 СЛ,100,100000068232,ТО1,APP1,A,M0003986,О1,О1,2-0175_strО1,M0003986_strО1,"12,000","6,000"
161562,100000060166,ТО-2 БелАЗ 7547 №6 СЛ,100,100000068232,ТО2,APP1,A,M0003986,О2,О2,2-0175_strО2,M0003986_strО2,"16,000","8,000"
161563,100000060166,ТО-3 БелАЗ 7547 №6 СЛ,100,100000068232,ТО3,APP1,A,M0003986,О3,О3,2-0175_strО3,M0003986_strО3,"24,000","12,000"
161566,300000003200,ЕТО 1 Погрузчик WA600-6 СЛ,100,100000068226,ЕТО,AETG,E,6157,ЕО,ЕО,1-2000_strЕО,6157_strЕО,,
161567,300000003200,ЕТО 2 Погрузчик WA600-6 СЛ,100,100000068226,ЕТО,AETG,E,6157,ЕО,ЕО,1-2000_strЕО,6157_strЕО,,
161568,300000003201,ЕТО 1 Экскаватор PC1250-8 СЛ,100,100000068233,ЕТО,AETG,E,6156,ЕО,ЕО,1-2000_strЕО,6156_strЕО,,
161569,300000003201,ЕТО 2 Экскаватор PC1250-8 СЛ,100,100000068233,ЕТО,AETG,E,6156,ЕО,ЕО,1-2000_strЕО,6156_strЕО,,
161581,100000060170,Бульдозер D375А-6 СЛ ТР но,100,100000068223,ТР,APP1,A,P0000366,ТР,ТР,2-0664_strТР,P0000366_strТР,"93,000","41,000"
161582,100000060171,Бульдозер D155-5 СЛ ТР но,100,100000068224,ТР,APP1,A,P0000365,ТР,ТР,2-0664_strТР,P0000365_strТР,"69,000","30,000"
161586,100000060174,Ежесменное ТО смена 1,100,100000026795,ЕСО,AETG,A,A0005149,ЕО,ЕО,1-2000_strЕО,A0005149_strЕО,"0,500","0,500"
161587,100000060174,Ежесменное ТО смена 2,100,100000026795,ЕСО,AETG,A,A0005149,ЕО,ЕО,1-2000_strЕО,A0005149_strЕО,"0,500","0,500"
161588,100000060175,Ежесменное ТО смена 1,100,100000026797,ЕСО,AETG,A,A0004087,ЕО,ЕО,1-2000_strЕО,A0004087_strЕО,"0,500","0,500"
161589,100000060175,Ежесменное ТО смена 2,100,100000026797,ЕСО,AETG,A,A0004087,ЕО,ЕО,1-2000_strЕО,A0004087_strЕО,"0,500","0,500"
161590,100000060176,Ежесменное ТО смена 1,100,100000054864,ЕСО,AETG,A,A0004093,ЕО,ЕО,1-2000_strЕО,A0004093_strЕО,"0,500","0,500"
161591,100000060176,Ежесменное ТО смена 2,100,100000054864,ЕСО,AETG,A,A0004093,ЕО,ЕО,1-2000_strЕО,A0004093_strЕО,"0,500","0,500"
161594,100000060178,Ежесменное ТО смена 1,100,100000055013,ЕСО,AETG,A,A0004092,ЕО,ЕО,1-2000_strЕО,A0004092_strЕО,"0,500","0,500"
161595,100000060178,Ежесменное ТО смена 2,100,100000055013,ЕСО,AETG,A,A0004092,ЕО,ЕО,1-2000_strЕО,A0004092_strЕО,"0,500","0,500"
161621,300000003190,ЕТО 1 Бульдозер D375А-6 СЛ,100,100000068223,ЕТО,AETG,E,6145,ЕО,ЕО,1-2000_strЕО,6145_strЕО,,
161622,300000003190,ЕТО 2 Бульдозер D375А-6 СЛ,100,100000068223,ЕТО,AETG,E,6145,ЕО,ЕО,1-2000_strЕО,6145_strЕО,,
161623,300000003191,ЕТО 1 Бульдозер D155-5 СЛ,100,100000068224,ЕТО,AETG,E,6146,ЕО,ЕО,1-2000_strЕО,6146_strЕО,,
161624,300000003191,ЕТО 2 Бульдозер D155-5 СЛ,100,100000068224,ЕТО,AETG,E,6146,ЕО,ЕО,1-2000_strЕО,6146_strЕО,,
161625,100000060220,ТР но Автогрейдер САТ 140М СЛ,100,100000068268,ТР,APP1,A,P0010918,ТР,ТР,2-0276_strТР,P0010918_strТР,"24,000","12,000"
161626,300000003192,ЕТО 1 Автогрейдер САТ 140М СЛ,100,100000068268,ЕТО,AETG,E,6148,ЕО,ЕО,1-2000_strЕО,6148_strЕО,,
161627,300000003192,ЕТО 2 Автогрейдер САТ 140М СЛ,100,100000068268,ЕТО,AETG,E,6148,ЕО,ЕО,1-2000_strЕО,6148_strЕО,,
161628,100000060221,ТР БелАЗ 7547 №1 СЛ,100,100000068227,ТР,APP1,A,P0003986,ТР,ТР,2-0665_strТР,P0003986_strТР,"24,000","12,000"
161629,100000060222,ТР БелАЗ 7547 №2 СЛ,100,100000068228,ТР,APP1,A,P0003986,ТР,ТР,2-0665_strТР,P0003986_strТР,"24,000","12,000"
161630,100000060223,ТР БелАЗ 7547 №3 СЛ,100,100000068229,ТР,APP1,A,P0003986,ТР,ТР,2-0665_strТР,P0003986_strТР,"24,000","12,000"
161631,100000060224,ТР БелАЗ 7547 №4 СЛ,100,100000068230,ТР,APP1,A,P0003986,ТР,ТР,2-0665_strТР,P0003986_strТР,"24,000","12,000"
161632,100000060225,ТР БелАЗ 7547 №5 СЛ,100,100000068231,ТР,APP1,A,P0003986,ТР,ТР,2-0665_strТР,P0003986_strТР,"24,000","12,000"
161633,100000060226,ТР БелАЗ 7547 №6 СЛ,100,100000068232,ТР,APP1,A,P0003986,ТР,ТР,2-0665_strТР,P0003986_strТР,"24,000","12,000"
161634,300000003193,ЕТО 1 БелАЗ 7547 №6 СЛ,100,100000068232,ЕТО,AETG,E,6154,ЕО,ЕО,1-2000_strЕО,6154_strЕО,,
161635,300000003194,ЕТО 1 БелАЗ 7547 №5  СЛ,100,100000068231,ЕТО,AETG,E,6153,ЕО,ЕО,1-2000_strЕО,6153_strЕО,,
161636,300000003195,ЕТО 1 БелАЗ 7547 №4  СЛ,100,100000068230,ЕТО,AETG,E,6152,ЕО,ЕО,1-2000_strЕО,6152_strЕО,,
161637,300000003196,ЕТО 1 БелАЗ 7547 №3  СЛ,100,100000068229,ЕТО,AETG,E,6151,ЕО,ЕО,1-2000_strЕО,6151_strЕО,,
161638,300000003197,ЕТО 1 БелАЗ 7547 №2  СЛ,100,100000068228,ЕТО,AETG,E,6150,ЕО,ЕО,1-2000_strЕО,6150_strЕО,,
161639,300000003198,ЕТО 1 БелАЗ 7547 №1 СЛ,100,100000068227,ЕТО,AETG,E,6149,ЕО,ЕО,1-2000_strЕО,6149_strЕО,,
161640,100000060227,ТР Погрузчик WA600-6 СЛ,100,100000068226,ТР,APP1,A,O0005147,74,74,2-1998_str74,O0005147_str74,"24,000","12,000"
161733,100000060302,Ежесменное ТО смена 1,100,100000068241,ЕСО,AETG,A,A0003623,ЕО,ЕО,1-2000_strЕО,A0003623_strЕО,"0,500","0,500"
161734,100000060302,Ежесменное ТО смена 2,100,100000068241,ЕСО,AETG,A,A0003623,ЕО,ЕО,1-2000_strЕО,A0003623_strЕО,"0,500","0,500"
161781,100000060228,ТР Экскаватор РС1250-8 СЛ,100,100000068233,ТР,APP1,A,O0003691,74,74,2-1998_str74,O0003691_str74,"24,000","12,000"
161815,100000060368,КР гс WD600-6,100,100000021378,КР,APP1,A,K0003555,7,7,2-0252_str7,K0003555_str7,"360,000","120,000"
161816,100000060369,КР двс WD600-6,100,100000021378,КР,APP1,A,K0003555,10,10,2-0131_str10,K0003555_str10,"480,000","240,000"
161817,100000060420,КР кпп WD600-6,100,100000021378,КР,APP1,A,K0003555,24,24,2-0253_str24,K0003555_str24,"720,000","240,000"
161818,100000060421,КР но WD600-6,100,100000021378,КР,APP1,A,K0003555,27,27,2-0220_str27,K0003555_str27,"192,000","96,000"
161824,100000060373,Капитальный ремонт ход.,100,100000009137,КР,APP1,A,M0002030,КР,КР,2-0293_strКР,M0002030_strКР,"1 680,000","240,000"
161825,100000060374,Капитальный ремонт напора,100,100000009137,КР,APP1,A,M0002026,КР,КР,2-0293_strКР,M0002026_strКР,"1 512,000","216,000"
161826,100000060375,Капитальный ремонт подъема,100,100000009137,КР,APP1,A,M0002028,КР,КР,2-0293_strКР,M0002028_strКР,"1 176,000","7,000"
161827,300000003220,ЕТО 1 Экскаватор PC400LC-7 №1209,100,100000022894,ЕТО,AETG,E,6169,ЕО,ЕО,1-2000_strЕО,6169_strЕО,,
161828,300000003220,ЕТО 2 Экскаватор PC400LC-7 №1209,100,100000022894,ЕТО,AETG,E,6169,ЕО,ЕО,1-2000_strЕО,6169_strЕО,,
161829,300000003198,ЕТО 2 БелАЗ 7547 №1 СЛ,100,100000068227,ЕТО,AETG,E,6149,ЕО,ЕО,1-2000_strЕО,6149_strЕО,,
161830,300000003197,ЕТО 2 БелАЗ 7547 №2  СЛ,100,100000068228,ЕТО,AETG,E,6150,ЕО,ЕО,1-2000_strЕО,6150_strЕО,,
161831,300000003196,ЕТО 2 БелАЗ 7547 №3  СЛ,100,100000068229,ЕТО,AETG,E,6151,ЕО,ЕО,1-2000_strЕО,6151_strЕО,,
161832,300000003195,ЕТО 2 БелАЗ 7547 №4  СЛ,100,100000068230,ЕТО,AETG,E,6152,ЕО,ЕО,1-2000_strЕО,6152_strЕО,,
161833,300000003194,ЕТО 2 БелАЗ 7547 №5  СЛ,100,100000068231,ЕТО,AETG,E,6153,ЕО,ЕО,1-2000_strЕО,6153_strЕО,,
161834,300000003193,ЕТО 2 БелАЗ 7547 №6 СЛ,100,100000068232,ЕТО,AETG,E,6154,ЕО,ЕО,1-2000_strЕО,6154_strЕО,,
161847,100000060382,Капитальный ремонт DML HP №5,100,100000022742,КР,APP1,A,K0000010,КР,КР,2-0293_strКР,K0000010_strКР,"400,000","200,000"
161863,100000060391,Капитальный ремонт DML HP №5,100,100000022742,КР,APP1,A,K0000010,КР,КР,2-0293_strКР,K0000010_strКР,"400,000","200,000"
161891,300000003230,Ежесменное ТО смена 1,100,100000026795,ЕСО,AETG,A,A0003696,ЕО,ЕО,1-2000_strЕО,A0003696_strЕО,"1,000","1,000"
161892,300000003230,Ежесменное ТО смена 2,100,100000026795,ЕСО,AETG,A,A0003696,ЕО,ЕО,1-2000_strЕО,A0003696_strЕО,"1,000","1,000"
162142,100000060469,ТР1 двс Komatsu HD 1500-8 1624,100,100000021344,ТР1,APP1,A,D0000002,70,70,2-0671_str70,D0000002_str70,"126,500","70,500"
162143,100000060469,ТР2 двс Komatsu HD 1500-8 1624,100,100000021344,ТР2,APP1,A,D0000002,90,90,2-0671_str90,D0000002_str90,"126,500","70,500"
162227,100000060582,ТР1 двс Komatsu HD 1500-8 1625,100,100000021364,ТР1,APP1,A,D0000002,70,70,2-0671_str70,D0000002_str70,"126,500","70,500"
162228,100000060582,ТР2 двс Komatsu HD 1500-8 1625,100,100000021364,ТР2,APP1,A,D0000002,90,90,2-0671_str90,D0000002_str90,"126,500","70,500"
162229,100000060583,ТР1 двс Komatsu HD 1500-8 1627,100,100000022743,ТР1,APP1,A,D0000002,70,70,2-0671_str70,D0000002_str70,"126,500","70,500"
162230,100000060583,ТР2 двс Komatsu HD 1500-8 1627,100,100000022743,ТР2,APP1,A,D0000002,90,90,2-0671_str90,D0000002_str90,"126,500","70,500"
162231,100000060584,ТР1 двс Komatsu HD 1500-8 1629,100,100000022783,ТР1,APP1,A,D0000002,70,70,2-0671_str70,D0000002_str70,"126,500","70,500"
162232,100000060584,ТР двс Komatsu HD 1500-8 1629,100,100000022783,ТР2,APP1,A,D0000002,90,90,2-0671_str90,D0000002_str90,"126,500","70,500"
162236,300000003221,ЕТО1 Самосвал HD1500-8 №1630,100,100000071921,ЕТО,AETG,E,6173,ЕО,ЕО,1-2000_strЕО,6173_strЕО,,
162237,300000003221,ЕТО2 Самосвал HD1500-8 №1630,100,100000071921,ЕТО,AETG,E,6173,ЕО,ЕО,1-2000_strЕО,6173_strЕО,,
162238,100000060588,Техническое обслуживание 1,100,100000071921,ТО1,APP1,A,O0000002,О1,О1,2-0175_strО1,O0000002_strО1,"11,300","10,800"
162239,100000060588,Техническое обслуживание 2,100,100000071921,ТО2,APP1,A,O0000002,О2,О2,2-0175_strО2,O0000002_strО2,"15,200","14,200"
162240,100000060588,Техническое обслуживание 3,100,100000071921,ТО3,APP1,A,O0000002,О3,О3,2-0175_strО3,O0000002_strО3,"21,600","20,400"
162261,100000060588,Техническое обслуживание 4,100,100000071921,ТО4,APP1,A,N0000002,О4,О4,2-0175_strО4,N0000002_strО4,"36,400","28,900"
162262,100000060588,Техническое обслуживание 5,100,100000071921,ТО5,APP1,A,O0000002,О5,О5,2-0175_strО5,O0000002_strО5,"119,500","74,300"
162315,100000060624,ТР1 рабочего оборудования,100,100000024786,ТР1,APP1,A,O0000368,РО,РО,2-0250_strРО,O0000368_strРО,"95,500","42,500"
162316,100000060624,ТР2 рабочего оборудования,100,100000024786,ТР2,APP1,A,O0000368,Р2,Р2,2-0250_strР2,O0000368_strР2,"266,500","97,000"
162317,100000060625,(ТО1) БелАЗ 7451 СЛ №2,100,100000068228,ТО1,APP1,A,M0003986,О1,О1,2-0175_strО1,M0003986_strО1,"12,000","6,000"
162318,100000060625,(ТО2) БелАЗ 7451 СЛ №2,100,100000068228,ТО2,APP1,A,M0003986,О2,О2,2-0175_strО2,M0003986_strО2,"16,000","8,000"
162319,100000060625,(ТО3) БелАЗ 7451 СЛ №2,100,100000068228,ТО3,APP1,A,M0003986,О3,О3,2-0175_strО3,M0003986_strО3,"24,000","12,000"
162320,100000060625,(ТО) БелАЗ 7451 СЛ №2,100,100000068228,ТО4,APP1,A,M0003986,О4,О4,2-0175_strО4,M0003986_strО4,"48,000","24,000"
162330,100000060161,ТО-4 БелАЗ 7547 №1 СЛ,100,100000068227,ТО4,APP1,A,M0003986,О4,О4,2-0175_strО4,M0003986_strО4,"48,000","24,000"
162331,100000060162,ТО-4 БелАЗ 7547 №2 СЛ,100,100000068228,ТО4,APP1,A,M0003986,О4,О4,2-0175_strО4,M0003986_strО4,"48,000","24,000"
162332,100000060163,ТО-4 БелАЗ 7547 №3 СЛ,100,100000068229,ТО4,APP1,A,M0003986,О4,О4,2-0175_strО4,M0003986_strО4,"48,000","24,000"
162333,100000060164,ТО-4 БелАЗ 7547 №4 СЛ,100,100000068230,ТО4,APP1,A,M0003986,О4,О4,2-0175_strО4,M0003986_strО4,"48,000","24,000"
162334,100000060165,ТО-4 БелАЗ 7547 №5 СЛ,100,100000068231,ТО4,APP1,A,M0003986,О4,О4,2-0175_strО4,M0003986_strО4,"48,000","24,000"
162335,100000060166,ТО-4 БелАЗ 7547 №6 СЛ,100,100000068232,ТО4,APP1,A,M0003986,О4,О4,2-0175_strО4,M0003986_strО4,"48,000","24,000"
162336,100000060733,КР гидроситемы,100,100000007090,КР,APP1,A,O0000375,7,7,2-0210_str7,O0000375_str7,"480,000","120,000"
162337,100000060734,Техническое обслуживание 1,100,100000007090,ТО1,APP1,A,O0000375,О1,О1,2-0171_strО1,O0000375_strО1,"12,000","8,000"
162338,100000060734,Техническое обслуживание 2,100,100000007090,ТО2,APP1,A,O0000375,О2,О2,2-0171_strО2,O0000375_strО2,"18,000","12,000"
162339,100000060734,Техническое обслуживание 3,100,100000007090,ТО3,APP1,A,O0000375,О3,О3,2-0171_strО3,O0000375_strО3,"36,000","24,000"
162340,100000060734,Техническое обслуживание 4,100,100000007090,ТО4,APP1,A,O0000375,О4,О4,2-0171_strО4,O0000375_strО4,"36,000","24,000"
162456,100000060706,ТР гидросистемы БелАЗ 7547 №1,100,100000068227,ТР,APP1,A,O0003986,69,69,2-0289_str69,O0003986_str69,"0,000","0,000"
162457,100000060707,ТР двигателя БелАЗ 7547 №1,100,100000068227,ТР,APP1,A,O0003986,70,70,2-0289_str70,O0003986_str70,"0,000","0,000"
162458,100000060708,ТР трансмиссии БелАЗ 7547 №1,100,100000068227,ТР,APP1,A,O0003986,82,82,2-0289_str82,O0003986_str82,"0,000","0,000"
162459,100000060709,ТР ходовой части БелАЗ 7547 №1,100,100000068227,ТР,APP1,A,O0003986,85,85,2-0289_str85,O0003986_str85,"0,000","0,000"
162460,100000060750,ТР электрооборудования БелАЗ 7547 №1,100,100000068227,ТР,APP1,A,O0003986,87,87,2-0289_str87,O0003986_str87,"0,000","0,000"
162501,100000060735,КР двигателя,100,100000007090,КР,APP1,A,O0000375,10,10,2-0637_str10,O0000375_str10,"480,000","240,000"
162502,100000060736,КР навесного оборудования,100,100000007090,КР,APP1,A,O0000375,27,27,2-0492_str27,O0000375_str27,"192,000","96,000"
162503,100000060737,ТР навесного оборудования,100,100000007090,ТР,APP1,A,O0000375,Т1,Т1,1-2029_strТ1,O0000375_strТ1,"24,000","12,000"
162504,100000060738,ТР ходовой части,100,100000007090,ТР,APP1,A,O0000375,85,85,2-0492_str85,O0000375_str85,"144,000","48,000"
162505,100000060739,ТР трансмиссии,100,100000007090,ТР,APP1,A,O0000375,ТР,ТР,2-0492_strТР,O0000375_strТР,"144,000","48,000"
162521,100000060626,ТО-1 БелАЗ 7451 СЛ №3,100,100000068229,ТО1,APP1,A,M0003986,О1,О1,2-0175_strО1,M0003986_strО1,"12,000","6,000"
162522,100000060626,ТО-2 БелАЗ 7451 СЛ №3,100,100000068229,ТО2,APP1,A,M0003986,О2,О2,2-0175_strО2,M0003986_strО2,"16,000","8,000"
162523,100000060626,ТО-3 БелАЗ 7451 СЛ №3,100,100000068229,ТО3,APP1,A,M0003986,О3,О3,2-0175_strО3,M0003986_strО3,"24,000","12,000"
162524,100000060626,ТО-4 БелАЗ 7451 СЛ №3,100,100000068229,ТО4,APP1,A,M0003986,О4,О4,2-0175_strО4,M0003986_strО4,"48,000","24,000"
162525,100000060627,ТО-1 БелАЗ 7451 СЛ №4,100,100000068230,ТО1,APP1,A,M0003986,О1,О1,2-0175_strО1,M0003986_strО1,"12,000","6,000"
162526,100000060627,ТО-2 БелАЗ 7451 СЛ №4,100,100000068230,ТО2,APP1,A,M0003986,О2,О2,2-0175_strО2,M0003986_strО2,"16,000","8,000"
162527,100000060627,ТО-3 БелАЗ 7451 СЛ №4,100,100000068230,ТО3,APP1,A,M0003986,О3,О3,2-0175_strО3,M0003986_strО3,"24,000","12,000"
