Тип техкарты,Группа,СчтГрупТехкарт,Описание,Гр. плановиков,Стратегия,Метка удаления,Тип конструкции,Статус,Дата изменения,Дата создания,Действит. с,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",gruppa_str_counter
A,M0001614,ТО,ТО ЭД_ТГК-300,200,1-2019,,960001614,4,2020-02-20,2019-12-02,2019-06-01,"0,500","1,000",M0001614_strТО
A,M0001614,ТР,ТР ЭД_ТГК-300,200,1-2019,,960001614,4,2020-02-20,2019-12-02,2019-06-01,"2,000","2,000",M0001614_strТР
A,M0001617,ТО,ТО СДМ-34-3150-40-6,200,1-2018,,960001617,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001617_strТО
A,M0001617,ТР,ТР СДМ-34-3150-40-6,200,1-2018,,960001617,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001617_strТР
A,M0001618,ТО,ТО СДМ-4-2000-40-6,200,1-2018,,960001618,4,2020-02-20,2019-12-02,2019-06-01,"12,100","2,200",M0001618_strТО
A,M0001618,ТР,ТР СДМ-4-2000-40-6,200,1-2018,,960001618,4,2020-02-20,2019-12-02,2019-06-01,"123,700","67,900",M0001618_strТР
A,M0001619,ТО,ТО 4ГПЭ 300-1/2,200,1-2016,,960001619,4,2020-02-20,2019-12-02,2019-06-01,"4,700","2,400",M0001619_strТО
A,M0001619,ТР,ТР 4ГПЭ 300-1/2,200,1-2016,,960001619,4,2020-02-20,2019-12-02,2019-06-01,"47,900","47,900",M0001619_strТР
A,M0001620,ТО,ТО 4ГПЭМ 170-1/1,200,1-2016,,960001620,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001620_strТО
A,M0001620,ТР,ТР 4ГПЭМ 170-1/1,200,1-2016,,960001620,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001620_strТР
A,M0001621,ТО,ТО 4ГПЭМ 600-1/1,200,1-2016,,960001621,4,2020-02-20,2019-12-02,2019-06-01,"8,200","2,400",M0001621_strТО
A,M0001621,ТР,ТР 4ГПЭМ 600-1/1,200,1-2016,,960001621,4,2020-02-20,2019-12-02,2019-06-01,"80,000","56,300",M0001621_strТР
A,M0001622,ТО,ТО ДСЭ-750-6,200,1-2017,,960001622,4,2020-02-20,2019-12-02,2019-06-01,"9,800","2,100",M0001622_strТО
A,M0001622,ТР,ТР ДСЭ-750-6,200,1-2017,,960001622,4,2020-02-20,2019-12-02,2019-06-01,"96,300","60,000",M0001622_strТР
A,M0001623,ТО,ТО ДЭ-812,200,1-2016,,960001623,4,2020-02-20,2019-12-02,2019-06-01,"3,200","2,400",M0001623_strТО
A,M0001623,ТР,ТР ДЭ-812,200,1-2016,,960001623,4,2020-02-20,2019-12-02,2019-06-01,"29,000","23,700",M0001623_strТР
A,M0001624,ТО,ТО ДЭ-818,200,1-2016,,960001624,4,2020-02-20,2019-12-02,2019-06-01,"4,700","2,400",M0001624_strТО
A,M0001624,ТР,ТР ДЭ-818,200,1-2016,,960001624,4,2020-02-20,2019-12-02,2019-06-01,"47,900","47,900",M0001624_strТР
A,M0001625,ТО,ТО ДЭВ-814,200,1-2016,,960001625,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001625_strТО
A,M0001625,ТР,ТР ДЭВ-814,200,1-2016,,960001625,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001625_strТР
A,M0001626,ТО,ТО ЭД_ДЭ-816,200,1-2016,,960001626,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001626_strТО
A,M0001626,ТР,ТР ЭД_ДЭ-816,200,1-2016,,960001626,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001626_strТР
A,M0001660,ТР,ТР 500SHS3E2,200,1-2024,,960001660,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001660_strТР
A,M0001661,ТР,ТР 750SHS3E1,200,1-2024,,960001661,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001661_strТР
A,M0001832,О1,ТО1 3RW4453-6BC44,200,1-2028,,960001832,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001832_strО1
A,M0001832,О2,ТО2 3RW4453-6BC44,200,1-2028,,960001832,4,2020-02-20,2019-12-02,2019-06-01,"4,400","4,400",M0001832_strО2
A,M0001833,О1,ТО1 81CAH12035PVT8000UA0R00C,200,1-2028,,960001833,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001833_strО1
A,M0001833,О2,ТО2 81CAH12035PVT8000UA0R00C,200,1-2028,,960001833,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001833_strО2
A,M0001834,О1,ТО1 ACS150-01E-02A4-2,200,1-2028,,960001834,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001834_strО1
A,M0001834,О2,ТО2 ACS150-01E-02A4-2,200,1-2028,,960001834,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001834_strО2
A,M0001835,О1,ТО1 ACS150-01E-04A7-2,200,1-2028,,960001835,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001835_strО1
A,M0001835,О2,ТО2 ACS150-01E-04A7-2,200,1-2028,,960001835,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001835_strО2
A,M0001838,О1,ТО1 ACS310-03E-25A4-4,200,1-2028,,960001838,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001838_strО1
A,M0001838,О2,ТО2 ACS310-03E-25A4-4,200,1-2028,,960001838,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001838_strО2
A,M0001839,О1,ТО1 ACS355-03E-38A0-4,200,1-2028,,960001839,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001839_strО1
A,M0001839,О2,ТО2 ACS355-03E-38A0-4,200,1-2028,,960001839,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001839_strО2
A,M0001840,О1,ТО1 ACS355-03U-04A1-4+B063,200,1-2028,,960001840,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001840_strО1
A,M0001840,О2,ТО2 ACS355-03U-04A1-4+B063,200,1-2028,,960001840,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001840_strО2
A,M0001841,О1,ТО1 ACS550-01-012A-4,200,1-2028,,960001841,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001841_strО1
A,M0001841,О2,ТО2 ACS550-01-012A-4,200,1-2028,,960001841,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001841_strО2
A,M0001842,О1,ТО1 ACS550-01-012A-4+B055,200,1-2028,,960001842,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001842_strО1
A,M0001842,О2,ТО2 ACS550-01-012A-4+B055,200,1-2028,,960001842,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001842_strО2
A,M0001843,О1,ТО1 ACS550-01-012A-4+B055+K454,200,1-2028,,960001843,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001843_strО1
A,M0001843,О2,ТО2 ACS550-01-012A-4+B055+K454,200,1-2028,,960001843,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001843_strО2
A,M0001844,О1,ТО1 ACS550-01-023A-4,200,1-2028,,960001844,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001844_strО1
A,M0001844,О2,ТО2 ACS550-01-023A-4,200,1-2028,,960001844,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001844_strО2
A,M0001845,О1,ТО1 ACS550-01-023A-4+B055,200,1-2028,,960001845,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001845_strО1
A,M0001845,О2,ТО2 ACS550-01-023A-4+B055,200,1-2028,,960001845,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001845_strО2
A,M0001846,О1,ТО1 ACS550-01-038,200,1-2028,,960001846,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001846_strО1
A,M0001846,О2,ТО2 ACS550-01-038,200,1-2028,,960001846,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001846_strО2
A,M0001847,О1,ТО1 ACS550-01-038A-4,200,1-2028,,960001847,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001847_strО1
A,M0001847,О2,ТО2 ACS550-01-038A-4,200,1-2028,,960001847,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001847_strО2
A,M0001848,О1,ТО1 ACS550-01-038A-4+B055,200,1-2028,,960001848,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001848_strО1
A,M0001848,О2,ТО2 ACS550-01-038A-4+B055,200,1-2028,,960001848,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001848_strО2
A,M0001849,О1,ТО1 ACS550-01-045A-4,200,1-2028,,960001849,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001849_strО1
A,M0001849,О2,ТО2 ACS550-01-045A-4,200,1-2028,,960001849,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001849_strО2
A,M0001850,О1,ТО1 ACS550-01-04A6-2,200,1-2028,,960001850,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001850_strО1
A,M0001850,О2,ТО2 ACS550-01-04A6-2,200,1-2028,,960001850,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001850_strО2
A,M0001851,О1,ТО1 ACS550-01-05A-4,200,1-2028,,960001851,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001851_strО1
A,M0001851,О2,ТО2 ACS550-01-05A-4,200,1-2028,,960001851,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001851_strО2
A,M0001852,О1,ТО1 ACS550-01-05A4-4,200,1-2028,,960001852,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001852_strО1
A,M0001852,О2,ТО2 ACS550-01-05A4-4,200,1-2028,,960001852,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001852_strО2
A,M0001853,О1,ТО1 ACS550-01-067A-1,200,1-2028,,960001853,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,400",M0001853_strО1
A,M0001853,О2,ТО2 ACS550-01-067A-1,200,1-2028,,960001853,4,2020-02-20,2019-12-02,2019-06-01,"1,500","1,500",M0001853_strО2
A,M0001854,О1,ТО1 ACS550-01-06A9-1,200,1-2028,,960001854,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001854_strО1
A,M0001854,О2,ТО2 ACS550-01-06A9-1,200,1-2028,,960001854,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001854_strО2
A,M0001855,О1,ТО1 ACS550-01-087A-4,200,1-2028,,960001855,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,400",M0001855_strО1
A,M0001855,О2,ТО2 ACS550-01-087A-4,200,1-2028,,960001855,4,2020-02-20,2019-12-02,2019-06-01,"1,500","1,500",M0001855_strО2
A,M0001856,О1,ТО1 ACS550-01-087A-4+B055,200,1-2028,,960001856,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,400",M0001856_strО1
A,M0001856,О2,ТО2 ACS550-01-087A-4+B055,200,1-2028,,960001856,4,2020-02-20,2019-12-02,2019-06-01,"1,500","1,500",M0001856_strО2
A,M0001857,О1,ТО1 ACS550-01-08A8-4,200,1-2028,,960001857,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001857_strО1
A,M0001857,О2,ТО2 ACS550-01-08A8-4,200,1-2028,,960001857,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001857_strО2
A,M0001858,О1,ТО1 ACS550-01-157A,200,1-2028,,960001858,4,2020-02-20,2019-12-02,2019-06-01,"1,800","1,800",M0001858_strО1
A,M0001858,О2,ТО2 ACS550-01-157A,200,1-2028,,960001858,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001858_strО2
A,M0001859,О1,ТО1 ACS550-01-180A-4+B055+K454,200,1-2028,,960001859,4,2020-02-20,2019-12-02,2019-06-01,"1,800","1,800",M0001859_strО1
A,M0001859,О2,ТО2 ACS550-01-180A-4+B055+K454,200,1-2028,,960001859,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001859_strО2
A,M0001860,О1,ТО1 ACS550-01-195A-B055,200,1-2028,,960001860,4,2020-02-20,2019-12-02,2019-06-01,"1,800","1,800",M0001860_strО1
A,M0001860,О2,ТО2 ACS550-01-195A-B055,200,1-2028,,960001860,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001860_strО2
A,M0001861,О1,ТО1 ACS550-01-290A-4-B055,200,1-2028,,960001861,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001861_strО1
A,M0001861,О2,ТО2 ACS550-01-290A-4-B055,200,1-2028,,960001861,4,2020-02-20,2019-12-02,2019-06-01,"2,800","2,800",M0001861_strО2
A,M0001862,О1,ТО1 ACS550-02-602A-4,200,1-2028,,960001862,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001862_strО1
A,M0001862,О2,ТО2 ACS550-02-602A-4,200,1-2028,,960001862,4,2020-02-20,2019-12-02,2019-06-01,"2,800","2,800",M0001862_strО2
A,M0001863,О1,ТО1 ACS580-01-017A-4,200,1-2028,,960001863,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001863_strО1
A,M0001863,О2,ТО2 ACS580-01-017A-4,200,1-2028,,960001863,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001863_strО2
A,M0001864,О1,ТО1 ACS580-01-039A-4,200,1-2028,,960001864,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001864_strО1
A,M0001864,О2,ТО2 ACS580-01-039A-4,200,1-2028,,960001864,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001864_strО2
A,M0001865,О1,ТО1 ACS580-01-04A0-4,200,1-2028,,960001865,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001865_strО1
A,M0001865,О2,ТО2 ACS580-01-04A0-4,200,1-2028,,960001865,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001865_strО2
A,M0001866,О1,ТО1 ACS580-01-062A-4,200,1-2028,,960001866,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,400",M0001866_strО1
A,M0001866,О2,ТО2 ACS580-01-062A-4,200,1-2028,,960001866,4,2020-02-20,2019-12-02,2019-06-01,"1,500","1,500",M0001866_strО2
A,M0001867,О1,ТО1 ACS580-01-088A-4,200,1-2028,,960001867,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,400",M0001867_strО1
A,M0001867,О2,ТО2 ACS580-01-088A-4,200,1-2028,,960001867,4,2020-02-20,2019-12-02,2019-06-01,"1,500","1,500",M0001867_strО2
A,M0001868,О1,ТО1 ACS580-01-3A3-4,200,1-2028,,960001868,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001868_strО1
A,M0001868,О2,ТО2 ACS580-01-3A3-4,200,1-2028,,960001868,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001868_strО2
A,M0001869,О1,ТО1 ACS800-01-0009-3+B056,200,1-2028,,960001869,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001869_strО1
A,M0001869,О2,ТО2 ACS800-01-0009-3+B056,200,1-2028,,960001869,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001869_strО2
A,M0001870,О1,ТО1 ACS800-01-0020-3+B056+E200P901,200,1-2028,,960001870,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001870_strО1
A,M0001870,О2,ТО2 ACS800-01-0020-3+B056+E200P901,200,1-2028,,960001870,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001870_strО2
A,M0001871,О1,ТО1 ACS800-01-0030-3+B056+E200P901,200,1-2028,,960001871,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001871_strО1
A,M0001871,О2,ТО2 ACS800-01-0030-3+B056+E200P901,200,1-2028,,960001871,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001871_strО2
A,M0001872,О1,ТО1 ACS800-01-0050-3,200,1-2028,,960001872,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,400",M0001872_strО1
A,M0001872,О2,ТО2 ACS800-01-0050-3,200,1-2028,,960001872,4,2020-02-20,2019-12-02,2019-06-01,"1,500","1,500",M0001872_strО2
A,M0001873,О1,ТО1 ACS800-02-0260,200,1-2028,,960001873,4,2020-02-20,2019-12-02,2019-06-01,"1,800","1,800",M0001873_strО1
A,M0001873,О2,ТО2 ACS800-02-0260,200,1-2028,,960001873,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001873_strО2
A,M0001874,О1,ТО1 ACS800-02-0440+3+E210+K454,200,1-2028,,960001874,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001874_strО1
A,M0001874,О2,ТО2 ACS800-02-0440+3+E210+K454,200,1-2028,,960001874,4,2020-02-20,2019-12-02,2019-06-01,"4,400","4,400",M0001874_strО2
A,M0001875,О1,ТО1 ACS800-04-0009-3,200,1-2028,,960001875,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001875_strО1
A,M0001875,О2,ТО2 ACS800-04-0009-3,200,1-2028,,960001875,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001875_strО2
A,M0001876,О1,ТО1 ACS800-04-0011-3,200,1-2028,,960001876,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001876_strО1
A,M0001876,О2,ТО2 ACS800-04-0011-3,200,1-2028,,960001876,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001876_strО2
A,M0001877,О1,ТО1 ACS800-04-0011-3+E200+K454R700,200,1-2028,,960001877,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001877_strО1
A,M0001877,О2,ТО2 ACS800-04-0011-3+E200+K454R700,200,1-2028,,960001877,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001877_strО2
A,M0001878,О1,ТО1 ACS800-04-0020-3+E200+K454R700,200,1-2028,,960001878,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001878_strО1
A,M0001878,О2,ТО2 ACS800-04-0020-3+E200+K454R700,200,1-2028,,960001878,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001878_strО2
A,M0001879,О1,ТО1 ACS800-04-0023-3+E200+K454R700,200,1-2028,,960001879,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001879_strО1
A,M0001879,О2,ТО2 ACS800-04-0023-3+E200+K454R700,200,1-2028,,960001879,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001879_strО2
A,M0001880,О1,ТО1 ACS800-04-0030-3,200,1-2028,,960001880,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001880_strО1
A,M0001880,О2,ТО2 ACS800-04-0030-3,200,1-2028,,960001880,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001880_strО2
A,M0001881,О1,ТО1 ACS800-04-0050-3,200,1-2028,,960001881,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,400",M0001881_strО1
A,M0001881,О2,ТО2 ACS800-04-0050-3,200,1-2028,,960001881,4,2020-02-20,2019-12-02,2019-06-01,"1,500","1,500",M0001881_strО2
A,M0001882,О1,ТО1 ACS800-04-0050-3+E200+K454R700,200,1-2028,,960001882,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,400",M0001882_strО1
A,M0001882,О2,ТО2 ACS800-04-0050-3+E200+K454R700,200,1-2028,,960001882,4,2020-02-20,2019-12-02,2019-06-01,"1,500","1,500",M0001882_strО2
A,M0001883,О1,ТО1 ACS800-04-0060-3+E200+K454R700,200,1-2028,,960001883,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,400",M0001883_strО1
A,M0001883,О2,ТО2 ACS800-04-0060-3+E200+K454R700,200,1-2028,,960001883,4,2020-02-20,2019-12-02,2019-06-01,"1,500","1,500",M0001883_strО2
A,M0001884,О1,ТО1 ACS800-04-009-3+E200,200,1-2028,,960001884,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001884_strО1
A,M0001884,О2,ТО2 ACS800-04-009-3+E200,200,1-2028,,960001884,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001884_strО2
A,M0001885,О1,ТО1 ACS800-04-0400-3+E208E210ON664,200,1-2028,,960001885,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001885_strО1
A,M0001885,О2,ТО2 ACS800-04-0400-3+E208E210ON664,200,1-2028,,960001885,4,2020-02-20,2019-12-02,2019-06-01,"4,400","4,400",M0001885_strО2
A,M0001886,О1,ТО1 ACS800-07-0100+E210,200,1-2028,,960001886,4,2020-02-20,2019-12-02,2019-06-01,"1,800","1,800",M0001886_strО1
A,M0001886,О2,ТО2 ACS800-07-0100+E210,200,1-2028,,960001886,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001886_strО2
A,M0001887,О1,ТО1 ACS800-07-0100-3,200,1-2028,,960001887,4,2020-02-20,2019-12-02,2019-06-01,"1,800","1,800",M0001887_strО1
A,M0001887,О2,ТО2 ACS800-07-0100-3,200,1-2028,,960001887,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001887_strО2
A,M0001888,О1,ТО1 ACS800-07-0100-3+E210,200,1-2028,,960001888,4,2020-02-20,2019-12-02,2019-06-01,"1,800","1,800",M0001888_strО1
A,M0001888,О2,ТО2 ACS800-07-0100-3+E210,200,1-2028,,960001888,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001888_strО2
A,M0001889,О1,ТО1 ACS800-07-0400-3+B055+K454,200,1-2028,,960001889,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001889_strО1
A,M0001889,О2,ТО2 ACS800-07-0400-3+B055+K454,200,1-2028,,960001889,4,2020-02-20,2019-12-02,2019-06-01,"4,400","4,400",M0001889_strО2
A,M0001890,О1,ТО1 ACS800-07-0400-3+ON664+R901,200,1-2028,,960001890,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001890_strО1
A,M0001890,О2,ТО2 ACS800-07-0400-3+ON664+R901,200,1-2028,,960001890,4,2020-02-20,2019-12-02,2019-06-01,"4,400","4,400",M0001890_strО2
A,M0001891,О1,ТО1 ACS880-01-03A3-3,200,1-2028,,960001891,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001891_strО1
A,M0001891,О2,ТО2 ACS880-01-03A3-3,200,1-2028,,960001891,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001891_strО2
A,M0001892,О1,ТО1 ACS880-01-180A-5+D150,200,1-2028,,960001892,4,2020-02-20,2019-12-02,2019-06-01,"1,800","1,800",M0001892_strО1
A,M0001892,О2,ТО2 ACS880-01-180A-5+D150,200,1-2028,,960001892,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001892_strО2
A,M0001893,О1,ТО1 ACS880-07-0430A-7,200,1-2028,,960001893,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001893_strО1
A,M0001893,О2,ТО2 ACS880-07-0430A-7,200,1-2028,,960001893,4,2020-02-20,2019-12-02,2019-06-01,"4,400","4,400",M0001893_strО2
A,M0001894,О1,ТО1 ACS880-07-0522A-7,200,1-2028,,960001894,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001894_strО1
A,M0001894,О2,ТО2 ACS880-07-0522A-7,200,1-2028,,960001894,4,2020-02-20,2019-12-02,2019-06-01,"4,400","4,400",M0001894_strО2
A,M0001895,О1,ТО1 ATV212HU55N4,200,1-2028,,960001895,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001895_strО1
A,M0001895,О2,ТО2 ATV212HU55N4,200,1-2028,,960001895,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001895_strО2
A,M0001896,О1,ТО1 ATV630D30N4,200,1-2028,,960001896,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,400",M0001896_strО1
A,M0001896,О2,ТО2 ATV630D30N4,200,1-2028,,960001896,4,2020-02-20,2019-12-02,2019-06-01,"1,500","1,500",M0001896_strО2
A,M0001897,О1,ТО1 CIMR-F7U4011,200,1-2028,,960001897,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001897_strО1
A,M0001897,О2,ТО2 CIMR-F7U4011,200,1-2028,,960001897,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001897_strО2
A,M0001898,О1,ТО1 CIMR-F7U4075,200,1-2028,,960001898,4,2020-02-20,2019-12-02,2019-06-01,"1,800","1,800",M0001898_strО1
A,M0001898,О2,ТО2 CIMR-F7U4075,200,1-2028,,960001898,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001898_strО2
A,M0001899,О1,ТО1 E3-8100K-SP25L,200,1-2028,,960001899,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001899_strО1
A,M0001899,О2,ТО2 E3-8100K-SP25L,200,1-2028,,960001899,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001899_strО2
A,M0001900,О1,ТО1 ESV222NO4TXS,200,1-2028,,960001900,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001900_strО1
A,M0001900,О2,ТО2 ESV222NO4TXS,200,1-2028,,960001900,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001900_strО2
A,M0001901,О1,ТО1 FR-A740-01100-NA,200,1-2028,,960001901,4,2020-02-20,2019-12-02,2019-06-01,"1,800","1,800",M0001901_strО1
A,M0001901,О2,ТО2 FR-A740-01100-NA,200,1-2028,,960001901,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001901_strО2
A,M0001902,О1,ТО1 MCLTEB00155A3120,200,1-2028,,960001902,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001902_strО1
A,M0001902,О2,ТО2 MCLTEB00155A3120,200,1-2028,,960001902,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001902_strО2
A,M0001903,О1,ТО1 PC20-F35C-0000,200,1-2028,,960001903,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001903_strО1
A,M0001903,О2,ТО2 PC20-F35C-0000,200,1-2028,,960001903,4,2020-02-20,2019-12-02,2019-06-01,"2,800","2,800",M0001903_strО2
A,M0001904,О1,ТО1 PC31-F30B-0000,200,1-2028,,960001904,4,2020-02-20,2019-12-02,2019-06-01,"1,800","1,800",M0001904_strО1
A,M0001904,О2,ТО2 PC31-F30B-0000,200,1-2028,,960001904,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001904_strО2
A,M0001905,О1,ТО1 PC31-N30B-0000,200,1-2028,,960001905,4,2020-02-20,2019-12-02,2019-06-01,"1,800","1,800",M0001905_strО1
A,M0001905,О2,ТО2 PC31-N30B-0000,200,1-2028,,960001905,4,2020-02-20,2019-12-02,2019-06-01,"2,100","2,100",M0001905_strО2
A,M0001907,О1,ТО1 Power Flex 70,200,1-2028,,960001907,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001907_strО1
A,M0001907,О2,ТО2 Power Flex 70,200,1-2028,,960001907,4,2020-02-20,2019-12-02,2019-06-01,"1,100","1,100",M0001907_strО2
