Тип техкарты,Группа,СчтГрупТехкарт,Описание,Гр. плановиков,Стратегия,Метка удаления,Тип конструкции,Статус,Дата изменения,Дата создания,Действит. с,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",gruppa_str_counter
A,M0001456,ТО,ТО TEE Q2E FS132SC83-P228,200,1-2015,,960001456,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001456_strТО
A,M0001456,ТР,ТР TEE Q2E FS132SC83-P228,200,1-2015,,960001456,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001456_strТР
A,M0001458,ТО,ТО TEE QS FA160M2A-92,200,1-2015,,960001458,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,500",M0001458_strТО
A,M0001458,ТР,ТР TEE QS FA160M2A-92,200,1-2015,,960001458,4,2020-02-20,2019-12-02,2019-06-01,"6,100","4,000",M0001458_strТР
A,M0001459,ТО,ТО TP71A4-KL,200,1-2015,,960001459,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001459_strТО
A,M0001459,ТР,ТР TP71A4-KL,200,1-2015,,960001459,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001459_strТР
A,M0001460,ТО,ТО Urasvibrator kee-12-4BW,200,1-2015,,960001460,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001460_strТО
A,M0001460,ТР,ТР Urasvibrator kee-12-4BW,200,1-2015,,960001460,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001460_strТР
A,M0001461,ТО,ТО W22 100L,200,1-2015,,960001461,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001461_strТО
A,M0001461,ТР,ТР W22 100L,200,1-2015,,960001461,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001461_strТР
A,M0001465,ТО,ТО W22 180M-04,200,1-2015,,960001465,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001465_strТО
A,M0001465,ТР,ТР W22 180M-04,200,1-2015,,960001465,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001465_strТР
A,M0001466,ТО,ТО W22 200L-04,200,1-2015,,960001466,4,2020-02-20,2019-12-02,2019-06-01,"1,400","2,000",M0001466_strТО
A,M0001466,ТР,ТР W22 200L-04,200,1-2015,,960001466,4,2020-02-20,2019-12-02,2019-06-01,"7,900","7,900",M0001466_strТР
A,M0001467,ТО,ТО W22 225S/M-04,200,1-2015,,960001467,4,2020-02-20,2019-12-02,2019-06-01,"1,500","2,000",M0001467_strТО
A,M0001467,ТР,ТР W22 225S/M-04,200,1-2015,,960001467,4,2020-02-20,2019-12-02,2019-06-01,"10,000","7,900",M0001467_strТР
A,M0001468,ТО,ТО W22 225S/M-06,200,1-2015,,960001468,4,2020-02-20,2019-12-02,2019-06-01,"1,400","2,000",M0001468_strТО
A,M0001468,ТР,ТР W22 225S/M-06,200,1-2015,,960001468,4,2020-02-20,2019-12-02,2019-06-01,"7,900","7,900",M0001468_strТР
A,M0001469,ТО,ТО W22 280S/M-04,200,1-2015,,960001469,4,2020-02-20,2019-12-02,2019-06-01,"1,600","2,000",M0001469_strТО
A,M0001469,ТР,ТР W22 280S/M-04,200,1-2015,,960001469,4,2020-02-20,2019-12-02,2019-06-01,"13,900","10,000",M0001469_strТР
A,M0001471,ТО,ТО W22 355M/L-04,200,1-2015,,960001471,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001471_strТО
A,M0001471,ТР,ТР W22 355M/L-04,200,1-2015,,960001471,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001471_strТР
A,M0001472,ТО,ТО W22R 355MY6 NS TPM VL HW,200,1-2015,,960001472,4,2020-02-20,2019-12-02,2019-06-01,"2,400","2,000",M0001472_strТО
A,M0001472,ТР,ТР W22R 355MY6 NS TPM VL HW,200,1-2015,,960001472,4,2020-02-20,2019-12-02,2019-06-01,"25,400","16,100",M0001472_strТР
A,M0001474,ТО,ТО W50 355J/H 04P,200,1-2015,,960001474,4,2020-02-20,2019-12-02,2019-06-01,"3,900","2,000",M0001474_strТО
A,M0001474,ТР,ТР W50 355J/H 04P,200,1-2015,,960001474,4,2020-02-20,2019-12-02,2019-06-01,"36,100","32,100",M0001474_strТР
A,M0001476,ТО,ТО WEG 100L,200,1-2015,,960001476,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001476_strТО
A,M0001476,ТР,ТР WEG 100L,200,1-2015,,960001476,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001476_strТР
A,M0001477,ТО,ТО WEG 112M-02,200,1-2015,,960001477,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001477_strТО
A,M0001477,ТР,ТР WEG 112M-02,200,1-2015,,960001477,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001477_strТР
A,M0001478,ТО,ТО WEG 112M-04,200,1-2015,,960001478,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001478_strТО
A,M0001478,ТР,ТР WEG 112M-04,200,1-2015,,960001478,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001478_strТР
A,M0001480,ТО,ТО WEG 132M-04,200,1-2015,,960001480,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001480_strТО
A,M0001480,ТР,ТР WEG 132M-04,200,1-2015,,960001480,4,2020-02-20,2019-12-02,2019-06-01,"4,000","4,000",M0001480_strТР
A,M0001481,ТО,ТО WEG 132S-04,200,1-2015,,960001481,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001481_strТО
A,M0001481,ТР,ТР WEG 132S-04,200,1-2015,,960001481,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001481_strТР
A,M0001482,ТО,ТО WEG 160L-04,200,1-2015,,960001482,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,500",M0001482_strТО
A,M0001482,ТР,ТР WEG 160L-04,200,1-2015,,960001482,4,2020-02-20,2019-12-02,2019-06-01,"6,100","4,000",M0001482_strТР
A,M0001483,ТО,ТО WEG 160M,200,1-2015,,960001483,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,500",M0001483_strТО
A,M0001483,ТР,ТР WEG 160M,200,1-2015,,960001483,4,2020-02-20,2019-12-02,2019-06-01,"6,100","4,000",M0001483_strТР
A,M0001484,ТО,Техническое обслуживание,200,1-2015,,960001484,4,2020-08-28,2020-08-28,2020-08-28,"1,400","1,400",M0001484_strТО
A,M0001484,ТР,Текущий ремонт,200,1-2015,,960001484,4,2020-08-28,2020-08-28,2020-08-28,"6,100","6,100",M0001484_strТР
A,M0001486,ТО,ТО WEG 22 355M/L-6,200,1-2015,,960001486,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001486_strТО
A,M0001486,ТР,ТР WEG 22 355M/L-6,200,1-2015,,960001486,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001486_strТР
A,M0001488,ТО,ТО WEG 315S/M,200,1-2015,,960001488,4,2020-02-20,2019-12-02,2019-06-01,"2,000","2,000",M0001488_strТО
A,M0001488,ТР,ТР WEG 315S/M,200,1-2015,,960001488,4,2020-02-20,2019-12-02,2019-06-01,"20,000","10,000",M0001488_strТР
A,M0001489,ТО,ТО WEG AL1004-04,200,1-2015,,960001489,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001489_strТО
A,M0001489,ТР,ТР WEG AL1004-04,200,1-2015,,960001489,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001489_strТР
A,M0001490,ТО,ТО WEG AL112M,200,1-2015,,960001490,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001490_strТО
A,M0001490,ТР,ТР WEG AL112M,200,1-2015,,960001490,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001490_strТР
A,M0001491,ТО,ТО Y2-80M-2(32-20-125),200,1-2015,,960001491,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001491_strТО
A,M0001491,ТР,ТР Y2-80M-2(32-20-125),200,1-2015,,960001491,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001491_strТР
A,M0001493,ТО,ТО ZD132-4,200,1-2015,,960001493,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001493_strТО
A,M0001493,ТР,ТР ZD132-4,200,1-2015,,960001493,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001493_strТР
A,M0001494,ТО,ТО А132M2,200,1-2015,,960001494,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,500",M0001494_strТО
A,M0001494,ТР,ТР А132M2,200,1-2015,,960001494,4,2020-02-20,2019-12-02,2019-06-01,"6,100","4,000",M0001494_strТР
A,M0001495,ТО,ТО А132M4,200,1-2015,,960001495,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,500",M0001495_strТО
A,M0001495,ТР,ТР А132M4,200,1-2015,,960001495,4,2020-02-20,2019-12-02,2019-06-01,"6,100","4,000",M0001495_strТР
A,M0001497,ТО,ТО А180M4,200,1-2015,,960001497,4,2020-02-20,2019-12-02,2019-06-01,"1,000","1,000",M0001497_strТО
A,M0001497,ТР,ТР А180M4,200,1-2015,,960001497,4,2020-02-20,2019-12-02,2019-06-01,"2,800","2,800",M0001497_strТР
A,M0001501,ТО,ТО А200M2,200,1-2015,,960001501,4,2020-02-20,2019-12-02,2019-06-01,"1,500","2,000",M0001501_strТО
A,M0001501,ТР,ТР А200M2,200,1-2015,,960001501,4,2020-02-20,2019-12-02,2019-06-01,"10,000","7,900",M0001501_strТР
A,M0001502,ТО,ТО А225M6,200,1-2015,,960001502,4,2020-02-20,2019-12-02,2019-06-01,"1,500","2,000",M0001502_strТО
A,M0001502,ТР,ТР А225M6,200,1-2015,,960001502,4,2020-02-20,2019-12-02,2019-06-01,"10,000","7,900",M0001502_strТР
A,M0001504,ТО,ТО А250S2,200,1-2015,,960001504,4,2020-02-20,2019-12-02,2019-06-01,"1,600","2,000",M0001504_strТО
A,M0001504,ТР,ТР А250S2,200,1-2015,,960001504,4,2020-02-20,2019-12-02,2019-06-01,"13,900","10,000",M0001504_strТР
A,M0001505,ТО,ТО А250S4,200,1-2015,,960001505,4,2020-02-20,2019-12-02,2019-06-01,"1,600","2,000",M0001505_strТО
A,M0001505,ТР,ТР А250S4,200,1-2015,,960001505,4,2020-02-20,2019-12-02,2019-06-01,"13,900","10,000",M0001505_strТР
A,M0001506,ТО,ТО А280M4,200,1-2015,,960001506,4,2020-02-20,2019-12-02,2019-06-01,"1,600","0,000",M0001506_strТО
A,M0001506,ТР,ТР А280M4,200,1-2015,,960001506,4,2020-02-20,2019-12-02,2019-06-01,"13,900","10,000",M0001506_strТР
A,M0001507,ТО,ТО А315M2Б,200,1-2015,,960001507,4,2020-02-20,2019-12-02,2019-06-01,"2,400","2,000",M0001507_strТО
A,M0001507,ТР,ТР А315M2Б,200,1-2015,,960001507,4,2020-02-20,2019-12-02,2019-06-01,"25,400","16,100",M0001507_strТР
A,M0001508,ТО,ТО А355MА4,200,1-2015,,960001508,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,000",M0001508_strТО
A,M0001508,ТР,ТР А355MА4,200,1-2015,,960001508,4,2020-02-20,2019-12-02,2019-06-01,"27,900","23,900",M0001508_strТР
A,M0001510,ТО,ТО АВР112M4,200,1-2015,,960001510,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001510_strТО
A,M0001510,ТР,ТР АВР112M4,200,1-2015,,960001510,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001510_strТР
A,M0001511,ТО,"ТО АДМ100L 5,5/2950",200,1-2015,,960001511,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001511_strТО
A,M0001511,ТР,"ТР АДМ100L 5,5/2950",200,1-2015,,960001511,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001511_strТР
A,M0001512,ТО,ТО АДМ100S2,200,1-2015,,960001512,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001512_strТО
A,M0001512,ТР,ТР АДМ100S2,200,1-2015,,960001512,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001512_strТР
A,M0001516,ТО,ТО АДМ112M2,200,1-2015,,960001516,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001516_strТО
A,M0001516,ТР,ТР АДМ112M2,200,1-2015,,960001516,4,2020-02-20,2019-12-02,2019-06-01,"4,000","4,000",M0001516_strТР
A,M0001517,ТО,ТО АДМ112M4,200,1-2015,,960001517,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001517_strТО
A,M0001517,ТР,ТР АДМ112M4,200,1-2015,,960001517,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001517_strТР
A,M0001519,ТО,ТО АДМ112MА6,200,1-2015,,960001519,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001519_strТО
A,M0001519,ТР,ТР АДМ112MА6,200,1-2015,,960001519,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001519_strТР
A,M0001520,ТО,ТО АДМ71B4,200,1-2015,,960001520,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001520_strТО
A,M0001520,ТР,ТР АДМ71B4,200,1-2015,,960001520,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001520_strТР
A,M0001521,ТО,ТО АДМ80B4,200,1-2015,,960001521,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001521_strТО
A,M0001521,ТР,ТР АДМ80B4,200,1-2015,,960001521,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001521_strТР
A,M0001523,ТО,ТО АДС71 04 Т,200,1-2015,,960001523,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001523_strТО
A,M0001523,ТР,ТР АДС71 04 Т,200,1-2015,,960001523,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001523_strТР
A,M0001524,ТО,ТО АДС71 6Е 2Т,200,1-2015,,960001524,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001524_strТО
A,M0001524,ТР,ТР АДС71 6Е 2Т,200,1-2015,,960001524,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001524_strТР
A,M0001528,ТО,ТО АИМЛ100L6,200,1-2015,,960001528,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001528_strТО
A,M0001528,ТР,ТР АИМЛ100L6,200,1-2015,,960001528,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001528_strТР
A,M0001530,ТО,ТО АИМЛ112M2,200,1-2015,,960001530,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001530_strТО
A,M0001530,ТР,ТР АИМЛ112M2,200,1-2015,,960001530,4,2020-02-20,2019-12-02,2019-06-01,"4,000","4,000",M0001530_strТР
A,M0001531,ТО,ТО АИМЛ112M6,200,1-2015,,960001531,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001531_strТО
A,M0001531,ТР,ТР АИМЛ112M6,200,1-2015,,960001531,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001531_strТР
A,M0001533,ТО,ТО АИМЛ80А6,200,1-2015,,960001533,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001533_strТО
A,M0001533,ТР,ТР АИМЛ80А6,200,1-2015,,960001533,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001533_strТР
A,M0001536,ТО,ТО АИР100L2,200,1-2015,,960001536,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001536_strТО
A,M0001536,ТР,ТР АИР100L2,200,1-2015,,960001536,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001536_strТР
A,M0001537,ТО,ТО АИР100L4,200,1-2015,,960001537,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001537_strТО
A,M0001537,ТР,ТР АИР100L4,200,1-2015,,960001537,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001537_strТР
A,M0001539,ТО,ТО АИР100S2,200,1-2015,,960001539,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001539_strТО
A,M0001539,ТР,ТР АИР100S2,200,1-2015,,960001539,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001539_strТР
A,M0001541,ТО,ТО АИР100S2Ж,200,1-2015,,960001541,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001541_strТО
A,M0001541,ТР,ТР АИР100S2Ж,200,1-2015,,960001541,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001541_strТР
A,M0001542,ТО,ТО АИР100S4,200,1-2015,,960001542,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001542_strТО
A,M0001542,ТР,ТР АИР100S4,200,1-2015,,960001542,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001542_strТР
A,M0001545,ТО,ТО АИР112M,200,1-2015,,960001545,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001545_strТО
A,M0001545,ТР,ТР АИР112M,200,1-2015,,960001545,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001545_strТР
A,M0001546,ТО,ТО АИР112M2,200,1-2015,,960001546,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001546_strТО
A,M0001546,ТР,ТР АИР112M2,200,1-2015,,960001546,4,2020-02-20,2019-12-02,2019-06-01,"4,000","4,000",M0001546_strТР
A,M0001549,ТО,ТО АИР112MА6,200,1-2015,,960001549,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001549_strТО
A,M0001549,ТР,ТР АИР112MА6,200,1-2015,,960001549,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001549_strТР
A,M0001553,ТО,ТО АИР132M6,200,1-2015,,960001553,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001553_strТО
A,M0001553,ТР,ТР АИР132M6,200,1-2015,,960001553,4,2020-02-20,2019-12-02,2019-06-01,"4,000","4,000",M0001553_strТР
A,M0001554,ТО,ТО АИР132S4,200,1-2015,,960001554,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001554_strТО
A,M0001554,ТР,ТР АИР132S4,200,1-2015,,960001554,4,2020-02-20,2019-12-02,2019-06-01,"4,000","4,000",M0001554_strТР
A,M0001557,ТО,ТО АИР160S2,200,1-2015,,960001557,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,500",M0001557_strТО
A,M0001557,ТР,ТР АИР160S2,200,1-2015,,960001557,4,2020-02-20,2019-12-02,2019-06-01,"6,100","4,000",M0001557_strТР
A,M0001558,ТО,ТО АИР160S4,200,1-2015,,960001558,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,500",M0001558_strТО
A,M0001558,ТР,ТР АИР160S4,200,1-2015,,960001558,4,2020-02-20,2019-12-02,2019-06-01,"6,100","4,000",M0001558_strТР
A,M0001560,ТО,ТО АИР180S4,200,1-2015,,960001560,4,2020-02-20,2019-12-02,2019-06-01,"1,400","2,000",M0001560_strТО
A,M0001560,ТР,ТР АИР180S4,200,1-2015,,960001560,4,2020-02-20,2019-12-02,2019-06-01,"7,900","7,900",M0001560_strТР
A,M0001561,ТО,ТО АИР180М4,200,1-2015,,960001561,4,2020-02-20,2019-12-02,2019-06-01,"1,400","2,000",M0001561_strТО
A,M0001561,ТР,ТР АИР180М4,200,1-2015,,960001561,4,2020-02-20,2019-12-02,2019-06-01,"7,900","7,900",M0001561_strТР
A,M0001563,ТО,ТО АИР250S4,200,1-2015,,960001563,4,2020-02-20,2019-12-02,2019-06-01,"1,600","2,000",M0001563_strТО
A,M0001563,ТР,ТР АИР250S4,200,1-2015,,960001563,4,2020-02-20,2019-12-02,2019-06-01,"13,900","10,000",M0001563_strТР
A,M0001564,ТО,ТО АИР355M4,200,1-2015,,960001564,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001564_strТО
A,M0001564,ТР,ТР АИР355M4,200,1-2015,,960001564,4,2020-02-20,2019-12-02,2019-06-01,"0,000","0,000",M0001564_strТР
A,M0001565,ТО,ТО АИР50S4,200,1-2015,,960001565,4,2020-02-20,2019-12-02,2019-06-01,"1,600","2,000",M0001565_strТО
A,M0001565,ТР,ТР АИР50S4,200,1-2015,,960001565,4,2020-02-20,2019-12-02,2019-06-01,"13,900","10,000",M0001565_strТР
A,M0001566,ТО,ТО АИР71В6,200,1-2015,,960001566,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001566_strТО
A,M0001566,ТР,ТР АИР71В6,200,1-2015,,960001566,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001566_strТР
A,M0001567,ТО,ТО АИР71В6Е,200,1-2015,,960001567,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001567_strТО
A,M0001567,ТР,ТР АИР71В6Е,200,1-2015,,960001567,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001567_strТР
A,M0001569,ТО,ТО АИР80В2,200,1-2015,,960001569,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001569_strТО
A,M0001569,ТР,ТР АИР80В2,200,1-2015,,960001569,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001569_strТР
A,M0001570,ТО,ТО АИР80В4,200,1-2015,,960001570,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001570_strТО
A,M0001570,ТР,ТР АИР80В4,200,1-2015,,960001570,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001570_strТР
A,M0001571,ТО,ТО АИР90L2,200,1-2015,,960001571,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001571_strТО
A,M0001571,ТР,ТР АИР90L2,200,1-2015,,960001571,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001571_strТР
A,M0001576,ТО,ТО АИРМ112М2,200,1-2015,,960001576,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001576_strТО
A,M0001576,ТР,ТР АИРМ112М2,200,1-2015,,960001576,4,2020-02-20,2019-12-02,2019-06-01,"4,000","4,000",M0001576_strТР
A,M0001577,ТО,ТО АИРМ112МВ6,200,1-2015,,960001577,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001577_strТО
A,M0001577,ТР,ТР АИРМ112МВ6,200,1-2015,,960001577,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001577_strТР
A,M0001578,ТО,ТО АИРМ132S4E3,200,1-2015,,960001578,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001578_strТО
A,M0001578,ТР,ТР АИРМ132S4E3,200,1-2015,,960001578,4,2020-02-20,2019-12-02,2019-06-01,"4,000","4,000",M0001578_strТР
A,M0001579,ТО,ТО АИРМ80B4,200,1-2015,,960001579,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001579_strТО
A,M0001579,ТР,ТР АИРМ80B4,200,1-2015,,960001579,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001579_strТР
A,M0001580,ТО,ТО АИРХМ132M2,200,1-2015,,960001580,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,500",M0001580_strТО
A,M0001580,ТР,ТР АИРХМ132M2,200,1-2015,,960001580,4,2020-02-20,2019-12-02,2019-06-01,"6,100","4,000",M0001580_strТР
A,M0001581,ТО,ТО АМРУ280M4Б,200,1-2015,,960001581,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,400",M0001581_strТО
A,M0001581,ТР,ТР АМРУ280M4Б,200,1-2015,,960001581,4,2020-02-20,2019-12-02,2019-06-01,"14,000","12,800",M0001581_strТР
A,M0001582,ТО,ТО АО3-400S8E2,200,1-2015,,960001582,4,2020-02-20,2019-12-02,2019-06-01,"2,400","2,000",M0001582_strТО
A,M0001582,ТР,ТР АО3-400S8E2,200,1-2015,,960001582,4,2020-02-20,2019-12-02,2019-06-01,"25,400","16,100",M0001582_strТР
A,M0001586,ТО,ТО ВА160S4,200,1-2015,,960001586,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,500",M0001586_strТО
A,M0001586,ТР,ТР ВА160S4,200,1-2015,,960001586,4,2020-02-20,2019-12-02,2019-06-01,"6,100","4,000",M0001586_strТР
A,M0001591,ТО,ТО ВЭМЗ 5АМХ132М4,200,1-2015,,960001591,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,500",M0001591_strТО
A,M0001591,ТР,ТР ВЭМЗ 5АМХ132М4,200,1-2015,,960001591,4,2020-02-20,2019-12-02,2019-06-01,"6,100","4,000",M0001591_strТР
A,M0001592,ТО,ТО Д-12,200,1-2016,,960001592,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,700",M0001592_strТО
A,M0001592,ТР,ТР Д-12,200,1-2016,,960001592,4,2020-02-20,2019-12-02,2019-06-01,"4,900","4,900",M0001592_strТР
A,M0001593,ТО,ТО Д-31,200,1-2016,,960001593,4,2020-02-20,2019-12-02,2019-06-01,"1,400","1,400",M0001593_strТО
A,M0001593,ТР,ТР Д-31,200,1-2016,,960001593,4,2020-02-20,2019-12-02,2019-06-01,"4,400","4,400",M0001593_strТР
A,M0001594,ТО,ТО ДАВ-250,200,1-2015,,960001594,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,000",M0001594_strТО
A,M0001594,ТР,ТР ДАВ-250,200,1-2015,,960001594,4,2020-02-20,2019-12-02,2019-06-01,"27,900","23,900",M0001594_strТР
A,M0001595,ТО,ТО ДМ225 L6,200,1-2015,,960001595,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,300",M0001595_strТО
A,M0001595,ТР,ТР ДМ225 L6,200,1-2015,,960001595,4,2020-02-20,2019-12-02,2019-06-01,"12,100","10,000",M0001595_strТР
A,M0001597,ТО,ТО ДМ226 L6,200,1-2015,,960001597,4,2020-02-20,2019-12-02,2019-06-01,"1,500","2,000",M0001597_strТО
A,M0001597,ТР,ТР ДМ226 L6,200,1-2015,,960001597,4,2020-02-20,2019-12-02,2019-06-01,"12,100","10,000",M0001597_strТР
A,M0001598,ТО,ТО КГЕ 2412-6ТР1,200,1-2015,,960001598,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001598_strТО
A,M0001598,ТР,ТР КГЕ 2412-6ТР1,200,1-2015,,960001598,4,2020-02-20,2019-12-02,2019-06-01,"4,000","4,000",M0001598_strТР
A,M0001599,ТО,ТО КЕ-3518-24/4ТР1,200,1-2015,,960001599,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001599_strТО
A,M0001599,ТР,ТР КЕ-3518-24/4ТР1,200,1-2015,,960001599,4,2020-02-20,2019-12-02,2019-06-01,"3,300","2,500",M0001599_strТР
A,M0001600,ТО,ТО ККЕ 1405-6А,200,1-2015,,960001600,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001600_strТО
A,M0001600,ТР,ТР ККЕ 1405-6А,200,1-2015,,960001600,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001600_strТР
A,M0001603,ТО,ТО ТЭ-80М2,200,1-2015,,960001603,4,2020-02-20,2019-12-02,2019-06-01,"1,300","1,500",M0001603_strТО
A,M0001603,ТР,ТР ТЭ-80М2,200,1-2015,,960001603,4,2020-02-20,2019-12-02,2019-06-01,"2,500","2,500",M0001603_strТР
