Единица оборудования,Техническое место,Выбранная строка,Тип техкарты,Группа,СчетГруппТехкарт,ТкстТехкрт,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",Завод,Группа плановиков,Страт. предупр. ТОРО,Внешний идентификатор техкарты
100000058921,,,E,5850,ЕО,Ежесменное ТО,"0,999","0,999",1100,100,1-0000,562_32477
100000059038,,,E,5851,ЕО,Ежесменное ТО,"0,999","0,999",1100,100,1-0000,563_32606
100000065962,,,E,5852,ЕО,Ежесменное ТО,"0,999","0,999",1100,100,1-0000,566_7803
100000065963,,,E,5853,ЕО,Ежесменное ТО,"0,999","0,999",1100,100,1-0000,567_7804
100000065964,,,E,5854,ЕО,Ежесменное ТО,"0,999","0,999",1100,100,1-0000,568_7805
100000037280,,,E,5855,ЕО,Ежесменное ТО,"0,999","0,999",1100,100,1-0000,569_214014
100000037279,,,E,5856,ЕО,Ежесменное ТО,"0,999","0,999",1100,100,1-0000,570_214013
100000058920,,,E,5857,ЕО,Ежесменное ТО,"0,500","0,500",1100,100,1-0000,571_32476
100000026794,,,E,5858,ЕО,Ежесменное ТО,"0,500","0,500",1100,100,1-0000,572_108777
100000059018,,,E,5859,ЕО,Ежесменное ТО,"0,500","0,500",1100,100,1-0000,573_32585
100000059018,,,E,5859,ТО,Техническое обслуживание ЕК 270LC №601,"4,000","4,000",1100,100,1-0000,ЭКСКАВАТОР ГИДРАВЛ. ЕК 270LC №601
100000059035,,,E,5860,ЕО,Ежесменное ТО,"0,500","0,500",1100,100,1-0000,574_32603
100000059035,,,E,5860,ТО,Техническое обслуживание ЕК 270LC №604,"4,000","4,000",1100,100,1-0000,ЭКСКАВАТОР ГИДРАВЛ. ЕК 270LC №604
100000059051,,,E,5861,ЕО,Ежесменное ТО,"0,500","0,500",1100,100,1-0000,575_32619
100000059051,,,E,5861,ТО,Техническое обслуживание ЕК 270LC №606,"4,000","4,000",1100,100,1-0000,ЭКСКАВАТОР ГИДРАВЛ. ЕК 270LC №606
100000030461,,,E,5863,ЕО,Ежесменное ТО,"0,500","0,500",1100,100,1-0000,577_1583
100000030466,,,E,5864,ЕО,Ежесменное ТО,"0,500","0,500",1100,100,1-0000,578_1585
100000062754,,,E,5865,ЕО,Ежесменное ТО,"1,000","1,000",1100,100,1-0000,579_5450
100000062729,,,E,5866,ЕО,Ежесменное ТО,"1,000","1,000",1100,100,1-0000,580_5426
100000063335,,,E,5868,ЕО,Ежесменное ТО,"1,000","1,000",1100,100,1-0000,582_5643
100000028868,,,E,5869,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,583_1377
100000062367,,,E,5870,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,584_5188
100000062369,,,E,5871,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,585_5190
100000062370,,,E,5872,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,586_5191
100000062371,,,E,5873,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,587_5192
100000062368,,,E,5874,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,588_5189
100000062372,,,E,5875,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,589_5193
100000062375,,,E,5876,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,590_5196
100000062373,,,E,5877,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,591_5194
100000062374,,,E,5878,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,592_5195
100000062379,,,E,5879,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,593_5200
100000062378,,,E,5880,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,594_5199
100000062377,,,E,5881,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,595_5198
100000062376,,,E,5882,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,596_5197
100000065968,,,E,5883,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,597_7810
100000065969,,,E,5884,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,598_7811
100000065970,,,E,5885,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,599_7812
100000065971,,,E,5886,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,600_7813
100000065972,,,E,5887,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,601_7814
100000065973,,,E,5888,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,602_7815
100000065974,,,E,5889,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,603_7816
100000065967,,,E,5890,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,604_7809
100000065975,,,E,5891,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,606_7817
100000065976,,,E,5892,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,607_7818
100000062380,,,E,5893,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,608_5201
100000062382,,,E,5894,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,609_5203
100000062384,,,E,5895,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,611_5205
100000062391,,,E,5896,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,612_5212
100000062393,,,E,5897,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,613_5214
100000062394,,,E,5898,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,614_5215
100000062392,,,E,5899,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,615_5213
100000062390,,,E,5900,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,616_5211
100000062395,,,E,5901,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,617_5216
100000062397,,,E,5902,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,619_5218
100000062398,,,E,5903,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,620_5219
100000062399,,,E,5904,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,621_5220
100000062386,,,E,5905,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,622_5207
100000062389,,,E,5906,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,623_5210
100000062388,,,E,5907,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,624_5209
100000062387,,,E,5908,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,625_5208
100000062385,,,E,5909,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,626_5206
100000065977,,,E,5910,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,627_7819
100000065978,,,E,5911,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,628_7820
100000065979,,,E,5912,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,629_7821
100000065980,,,E,5913,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,630_7822
100000065981,,,E,5914,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,631_7823
100000065607,,,E,5915,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,633_7407
100000065608,,,E,5916,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,634_7408
100000065609,,,E,5917,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,635_7409
100000065611,,,E,5918,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,636_7410
100000065612,,,E,5919,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,637_7411
100000065613,,,E,5920,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,638_7412
100000065614,,,E,5921,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,639_7413
100000065615,,,E,5922,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,640_7414
100000065616,,,E,5923,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,641_7415
100000065617,,,E,5924,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,642_7416
100000065618,,,E,5925,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,643_7417
100000065619,,,E,5926,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,644_7418
100000065620,,,E,5927,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,645_7419
100000065622,,,E,5928,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,646_7420
100000065640,,,E,5929,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,647_7438
100000065637,,,E,5930,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,648_7435
100000065639,,,E,5931,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,649_7437
100000065638,,,E,5932,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,650_7436
100000065641,,,E,5933,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,651_7439
100000065643,,,E,5934,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,652_7440
100000065626,,,E,5935,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,653_7424
100000065624,,,E,5936,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,654_7422
100000065623,,,E,5937,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,655_7421
100000065625,,,E,5938,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,656_7423
100000065627,,,E,5939,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,657_7425
100000065628,,,E,5940,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,658_7426
100000065630,,,E,5941,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,659_7428
100000065632,,,E,5942,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,660_7430
100000065629,,,E,5943,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,661_7427
100000065631,,,E,5944,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,662_7429
100000065633,,,E,5945,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,663_7431
100000065634,,,E,5946,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,664_7432
100000065636,,,E,5947,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,665_7434
100000065635,,,E,5948,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,666_7433
100000059060,,,E,5949,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,667_32629
100000058907,,,E,5950,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,668_32457
100000058907,,,E,5950,ТО,Техническое обслуживание D155A-5 №48,"4,500","4,500",1100,100,1-0000,БУЛЬДОЗЕР D155A-5 №48
100000058908,,,E,5951,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,669_32458
100000058908,,,E,5951,ТО,Техническое обслуживание D155A-5 №49,"4,500","4,500",1100,100,1-0000,БУЛЬДОЗЕР D155A-5 №49
100000027472,,,E,5952,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,670_109600
100000061900,,,E,5953,ЕО,Ежесменное ТО,"0,667","0,667",1100,100,1-0000,674_4795
100000061899,,,E,5954,ЕО,Ежесменное ТО,"0,667","0,667",1100,100,1-0000,675_4794
100000061914,,,E,5955,ЕО,Ежесменное ТО,"0,667","0,667",1100,100,1-0000,676_4820
100000036794,,,E,5957,ЕО,Ежесменное ТО,"0,332","0,332",1100,100,1-0000,680_212243
100000036795,,,E,5958,ЕО,Ежесменное ТО,"0,332","0,332",1100,100,1-0000,681_212244
100000058933,,,E,5959,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,682_32490
100000058933,,,E,5959,ТО,Техническое обслуживание PC400-7 №12,"4,500","4,500",1100,100,1-0000,ЭКСКАВАТОР ГИДРАВЛ. PC400-7 №12
100000026783,,,E,5960,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,685_108762
100000061901,,,E,5961,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,686_4796
100000061902,,,E,5962,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,687_4797
100000058926,,,E,5963,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,688_32483
100000058927,,,E,5964,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,689_32484
100000058927,,,E,5964,ТО,Техническое обслуживание WA500-3 №50,"4,500","4,500",1100,100,1-0000,ПОГРУЗЧИК ФРОНТАЛЬНЫЙ WA500-3 №50
100000066506,,,E,5965,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,690_88
100000062739,,,E,5966,ЕО,Ежесменное ТО,"0,718","0,718",1100,100,1-0000,691_5436
100000063338,,,E,5967,ЕО,Ежесменное ТО,"0,718","0,718",1100,100,1-0000,692_5646
100000061882,,,E,5968,ЕО,Ежесменное ТО,"0,999","0,999",1100,100,1-0000,693_4778
100000061884,,,E,5969,ЕО,Ежесменное ТО,"0,999","0,999",1100,100,1-0000,694_4780
100000061886,,,E,5970,ЕО,Ежесменное ТО,"0,999","0,999",1100,100,1-0000,695_4782
100000061886,,,E,5970,ТО,Техническое обслуживание СБШ-250 МНА-32,"8,000","8,000",1100,100,1-0000,СТАНОК БУРОВОЙ СБШ-250 МНА-32 №28
100000058918,,,E,5974,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,768_32473
100000061761,,,E,5975,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,769_4548
100000065581,,,E,5979,ЕО,Ежесменное ТО,"0,300","0,300",1100,100,1-0000,773_7379
100000065584,,,E,5980,ЕО,Ежесменное ТО,"0,300","0,300",1100,100,1-0000,774_7382
100000065582,,,E,5981,ЕО,Ежесменное ТО,"0,300","0,300",1100,100,1-0000,775_7380
100000065583,,,E,5982,ЕО,Ежесменное ТО,"0,300","0,300",1100,100,1-0000,776_7381
100000065577,,,E,5984,ЕО,Ежесменное ТО,"0,300","0,300",1100,100,1-0000,778_7374
100000065579,,,E,5986,ЕО,Ежесменное ТО,"0,300","0,300",1100,100,1-0000,780_7377
100000065585,,,E,5988,ЕО,Ежесменное ТО,"0,300","0,300",1100,100,1-0000,782_7383
100000065586,,,E,5989,ЕО,Ежесменное ТО,"0,300","0,300",1100,100,1-0000,783_7384
100000065587,,,E,5990,ЕО,Ежесменное ТО,"0,300","0,300",1100,100,1-0000,784_7385
100000065588,,,E,5991,ЕО,Ежесменное ТО,"0,300","0,300",1100,100,1-0000,785_7386
100000065589,,,E,5992,ЕО,Ежесменное ТО,"0,300","0,300",1100,100,1-0000,786_7387
100000065944,,,E,5993,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,787_7780
100000065907,,,E,5995,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,789_7720
100000026790,,,E,5997,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,791_108772
100000026798,,,E,5998,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,792_108781
100000065913,,,E,6001,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,795_7736
100000065913,,,E,6001,ТО,Техническое обслуживание К-702МБА-01-БКУ,"4,000","4,000",1100,100,1-0000,БУЛЬДОЗЕР К-702МБА-01-БКУ №16
100000065912,,,E,6002,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,796_7735
100000065912,,,E,6002,ТО,Техническое обслуживание К-702МБА-01-БКУ,"4,000","4,000",1100,100,1-0000,БУЛЬДОЗЕР К-702МБА-01-БКУ №17
100000027474,,,E,6003,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,797_109603
100000065960,,,E,6004,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,798_7801
100000065960,,,E,6004,ТО,Техническое обслуживание К-702МБА-01-БКУ,"4,000","4,000",1100,100,1-0000,БУЛЬДОЗЕР К-702МБА-01-БКУ №801
100000065955,,,E,6005,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,799_7798
100000065955,,,E,6005,ТО,Техническое обслуживание К-702МБА-01-БКУ,"4,000","4,000",1100,100,1-0000,БУЛЬДОЗЕР К-702МБА-01-БКУ №802
100000065914,,,E,6006,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,800_7737
100000065914,,,E,6006,ТО,Техническое обслуживание К-702МБА-01-БКУ,"4,000","4,000",1100,100,1-0000,БУЛЬДОЗЕР К-702МБА-01-БКУ №804
100000065956,,,E,6007,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,801_7799
100000065956,,,E,6007,ТО,Техническое обслуживание К-702МБА-01-БКУ,"4,000","4,000",1100,100,1-0000,БУЛЬДОЗЕР К-702МБА-01-БКУ №805
100000065959,,,E,6008,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,802_7800
100000065959,,,E,6008,ТО,Техническое обслуживание К-702МБА-01-БКУ,"4,000","4,000",1100,100,1-0000,К-702МБА-01-БКУ №806
100000065961,,,E,6009,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,803_7802
100000065961,,,E,6009,ТО,Техническое обслуживание К-702МБА-01-БКУ,"4,000","4,000",1100,100,1-0000,БУЛЬДОЗЕР К-702МБА-01-БКУ №807
100000062742,,,E,6010,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,804_544
100000065965,,,E,6011,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,805_7807
100000065966,,,E,6012,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,806_7808
100000065966,,,E,6012,ТО,Техническое обслуживание К-703МА-12-04,"4,000","4,000",1100,100,1-0000,СПЕЦИАЛЬН МАШИНА К-703МА-12-04 №803
100000067265,,,E,6013,ЕО,Ежесменное ТО,"0,501","0,501",1100,100,1-0000,807_98
100000065954,,,E,6015,ЕО,Ежесменное ТО,"0,999","0,999",1100,100,1-0000,810_7797
100000065954,,,E,6015,ТО,Техническое обслуживание WD600-3 №31,"4,500","4,500",1100,100,1-0000,БУЛЬДОЗЕР WD600-3 №31
100000062740,,,E,6016,ЕО,Ежесменное ТО,"0,500","0,500",1100,100,1-0000,811_5437
100000062736,,,E,6017,ЕО,Ежесменное ТО,"0,500","0,500",1100,100,1-0000,812_5433
100000062737,,,E,6018,ЕО,Ежесменное ТО,"0,500","0,500",1100,100,1-0000,813_5434
100000062726,,,E,6019,ЕО,Ежесменное ТО,"0,500","0,500",1100,100,1-0000,814_5422
100000058924,,,E,6021,ЕО,Ежесменное ТО,"0,999","0,999",1100,100,1-0000,897_32481
100000058924,,,E,6021,ТО,Техническое обслуживание WA600-3 №39,"4,500","4,500",1100,100,1-0000,ПОГРУЗЧИК ФРОНТАЛЬНЫЙ WA600-3 №39
100000058925,,,E,6022,ЕО,Ежесменное ТО,"0,999","0,999",1100,100,1-0000,898_32482
100000058925,,,E,6022,ТО,Техническое обслуживание WA600-3 №40,"4,500","4,500",1100,100,1-0000,ПОГРУЗЧИК ФРОНТАЛЬНЫЙ WA600-3 №40
100000059026,,,E,6023,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,899_32593
100000059026,,,E,6023,ТО,Техническое обслуживание D375A-5 №201,"4,500","4,500",1100,100,1-0000,БУЛЬДОЗЕР D375A-5 №201
100000059054,,,E,6024,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,900_32622
100000059058,,,E,6025,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,901_32627
100000059059,,,E,6026,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,902_32628
100000058898,,,E,6027,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,903_32446
100000058898,,,E,6027,ТО,Техническое обслуживание D375A-5 №38,"4,500","4,500",1100,100,1-0000,БУЛЬДОЗЕР D375A-5 №38
100000058899,,,E,6028,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,904_32447
100000058899,,,E,6028,ТО,Техническое обслуживание D375A-5 №39,"4,500","4,500",1100,100,1-0000,БУЛЬДОЗЕР D375A-5 №39
100000058900,,,E,6029,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,905_32448
100000058900,,,E,6029,ТО,Техническое обслуживание D375A-5 №42,"4,500","4,500",1100,100,1-0000,БУЛЬДОЗЕР D375A-5 №42
100000058901,,,E,6030,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,906_32449
100000058901,,,E,6030,ТО,Техническое обслуживание D375A-5 №43,"4,500","4,500",1100,100,1-0000,БУЛЬДОЗЕР D375A-5 №43
100000058902,,,E,6031,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,907_32450
100000058902,,,E,6031,ТО,Техническое обслуживание D375A-5 №44,"4,500","4,500",1100,100,1-0000,БУЛЬДОЗЕР D375A-5 №44
100000058903,,,E,6032,ЕО,Ежесменное ТО,"0,333","0,333",1100,100,1-0000,908_32451
100000058903,,,E,6032,ТО,Техническое обслуживание D375A-5 №45,"4,500","4,500",1100,100,1-0000,БУЛЬДОЗЕР D375A-5 №45
