Ед. оборудов.,Техместо,Тип техкарты,Группа,СчтГрупТехкарт,Группа_СчетГруппТехкарт,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",Описание,Завод,Гр. плановиков,Стратегия,Внешний ид.,Метка удаления,Монтажный узел,Статус,Дата изменения,Дата создания,Рабочее место,Завод РабМесто,Действит. с,ИндУдаления
,,A,N0001275,Т2,N0001275_Т2,"209,700","66,000",(ТР2) УКЛС-1200,1200,100,1-0158,УКЛС-1200_E23_01,,960001275,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001275,Т3,N0001275_Т3,"310,500","100,400",(ТР3) УКЛС-1200,1200,100,1-0158,УКЛС-1200_E23_01,,960001275,4,9/23/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001275,Т4,N0001275_Т4,"429,500","150,900",(ТР4) УКЛС-1200,1200,100,1-0158,УКЛС-1200_E23_01,,960001275,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001275,Т5,N0001275_Т5,"480,900","168,600",(ТР5) УКЛС-1200,1200,100,1-0158,УКЛС-1200_E23_01,,960001275,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001275,ТО,N0001275_ТО,"40,100","21,400",(ТО) УКЛС-1200,1200,100,1-0158,УКЛС-1200_E23_01,,960001275,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001278,КР,N0001278_КР,"480,000","120,000",(КР) ПП 1-18-120,1200,100,1-0153,ПП 1-18-120_E23_05,,960001278,4,9/23/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001278,О1,N0001278_О1,"25,400","12,300",(ТО1) ПП 1-18-120,1200,100,1-0153,ПП 1-18-120_E23_05,,960001278,4,9/23/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001278,О2,N0001278_О2,"41,400","17,300",(ТО2) ПП 1-18-120,1200,100,1-0153,ПП 1-18-120_E23_05,,960001278,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001278,Т1,N0001278_Т1,"294,000","109,000",(ТР1) ПП 1-18-120,1200,100,1-0153,ПП 1-18-120_E23_05,,960001278,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001278,Т2,N0001278_Т2,"294,000","109,000",(ТР2) ПП 1-18-120,1200,100,1-0153,ПП 1-18-120_E23_05,,960001278,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001278,Т3,N0001278_Т3,"1 148,200","262,100",(ТР3) ПП 1-18-120,1200,100,1-0153,ПП 1-18-120_E23_05,,960001278,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001278,Т4,N0001278_Т4,"1 183,600","249,800",(ТР4) ПП 1-18-120,1200,100,1-0153,ПП 1-18-120_E23_05,,960001278,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001278,Т5,N0001278_Т5,"1 148,200","262,100",(ТР5) ПП 1-18-120,1200,100,1-0153,ПП 1-18-120_E23_05,,960001278,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001279,О1,N0001279_О1,"58,200","26,700",(ТО1) ПП 2-18-90,1200,100,2-0317,ПП 2-18-90_E23_05,,960001279,4,9/23/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001279,О2,N0001279_О2,"105,200","33,700",(ТО2) ПП 2-18-90,1200,100,2-0317,ПП 2-18-90_E23_05,,960001279,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001279,Т1,N0001279_Т1,"724,100","212,300",(ТР1) ПП 2-18-90,1200,100,2-0317,ПП 2-18-90_E23_05,,960001279,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001279,Т2,N0001279_Т2,"1 557,100","436,800",(ТР2) ПП 2-18-90,1200,100,2-0317,ПП 2-18-90_E23_05,,960001279,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001279,Т3,N0001279_Т3,"1 652,700","484,600",(ТР3) ПП 2-18-90,1200,100,2-0317,ПП 2-18-90_E23_05,,960001279,4,9/23/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001279,Т4,N0001279_Т4,"1 868,700","556,600",(ТР4) ПП 2-18-90,1200,100,2-0317,ПП 2-18-90_E23_05,,960001279,4,9/23/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001279,Т5,N0001279_Т5,"2 661,200","689,100",(ТР5) ПП 2-18-90,1200,100,2-0317,ПП 2-18-90_E23_05,,960001279,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001279,Т6,N0001279_Т6,"3 116,700","784,600",(ТР6) ПП 2-18-90,1200,100,2-0317,ПП 2-18-90_E23_05,,960001279,4,9/23/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001387,ТО,N0001387_ТО,"1,000","1,000",(ТО) 5А132M4,1200,200,1-2018,5А132M4_E32_01,,960001387,4,9/23/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001387,ТР,N0001387_ТР,"6,000","6,000",(ТР) 5А132M4,1200,200,1-2018,5А132M4_E32_01,,960001387,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001392,ТО,N0001392_ТО,"1,300","1,500",ТО 5АИ100S2,1200,200,1-2015,5АИ100S2_E32_01,,960001392,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001392,ТР,N0001392_ТР,"3,300","2,500",ТР 5АИ100S2,1200,200,1-2015,5АИ100S2_E32_01,,960001392,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001411,ТО,N0001411_ТО,"3,600","3,600",(ТО) 7AMHC355MB-4,1200,200,1-2018,7AMHC355MB-4_E32_01,,960001411,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001411,ТР,N0001411_ТР,"61,000","33,500",(ТР) 7AMHC355MB-4,1200,200,1-2018,7AMHC355MB-4_E32_01,,960001411,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001446,ТО,N0001446_ТО,"1,300","1,500",ТО SK100 AH/4,1200,200,1-2015,NORD SK100 AH/4_E32_01,,960001446,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001446,ТР,N0001446_ТР,"2,500","2,500",ТР SK100 AH/4,1200,200,1-2015,NORD SK100 AH/4_E32_01,,960001446,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001452,ТО,N0001452_ТО,"1,300","1,500",ТО R137DRE132MC4/DH,1200,200,1-2015,R137DRE132MC4/DH_E32_01,,960001452,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001452,ТР,N0001452_ТР,"4,000","4,000",ТР R137DRE132MC4/DH,1200,200,1-2015,R137DRE132MC4/DH_E32_01,,960001452,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001480,ТО,N0001480_ТО,"1,000","1,000",(ТО) WEG 132M-04,1200,200,1-2018,WEG 132M-04_E32_01,,960001480,4,9/23/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001480,ТР,N0001480_ТР,"4,000","4,000",(ТР) WEG 132M-04,1200,200,1-2018,WEG 132M-04_E32_01,,960001480,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001481,ТО,N0001481_ТО,"1,000","1,000",(ТО) WEG 132S-04,1200,200,1-2018,WEG 132S-04_E32_01,,960001481,4,9/23/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001481,ТР,N0001481_ТР,"3,000","3,000",(ТР) WEG 132S-04,1200,200,1-2018,WEG 132S-04_E32_01,,960001481,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0001517,ТО,N0001517_ТО,"1,300","1,500",ТО АДМ112M4,1200,200,1-2015,АДМ112M4_E32_01,,960001517,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001517,ТР,N0001517_ТР,"3,300","2,500",ТР АДМ112M4,1200,200,1-2015,АДМ112M4_E32_01,,960001517,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001530,ТО,N0001530_ТО,"1,300","1,500",ТО АИМЛ112M2,1200,200,1-2015,АИМЛ112M2_E32_01,,960001530,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001530,ТР,N0001530_ТР,"4,000","4,000",ТР АИМЛ112M2,1200,200,1-2015,АИМЛ112M2_E32_01,,960001530,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001539,ТО,N0001539_ТО,"1,300","1,500",ТО АИР100S2,1200,200,1-2015,АИР100S2_E32_01,,960001539,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001539,ТР,N0001539_ТР,"3,300","2,500",ТР АИР100S2,1200,200,1-2015,АИР100S2_E32_01,,960001539,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001542,ТО,N0001542_ТО,"1,300","1,500",ТО АИР100S4,1200,200,1-2015,АИР100S4_E32_01,,960001542,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001542,ТР,N0001542_ТР,"3,300","2,500",ТР АИР100S4,1200,200,1-2015,АИР100S4_E32_01,,960001542,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001571,ТО,N0001571_ТО,"1,300","1,500",ТО АИР90L2,1200,200,1-2015,АИР90L2_E32_01,,960001571,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001571,ТР,N0001571_ТР,"3,300","2,500",ТР АИР90L2,1200,200,1-2015,АИР90L2_E32_01,,960001571,4,2/20/2020,12/2/2019,VER-TIP,1200,6/1/2019,
,,A,N0001572,ЗС,N0001572_ЗС,"24,000","12,000",(ЗС) VOLVO,1200,100,2-0299,FM 400 6x6_E04_03,,960000143,4,6/12/2020,6/12/2020,VER-TIP,1200,6/12/2020,
,,A,N0001573,ЗС,N0001573_ЗС,"24,000","12,000",(ЗС) WA500-3,1200,100,2-0300,WA500-3_E17_11,,960000959,4,6/14/2020,6/14/2020,VER-TIP,1200,6/14/2020,
,,A,N0001574,69,N0001574_69,"195,300","97,700",ТР гидросистемы,1200,100,2-0252,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001574,70,N0001574_70,"54,300","27,100",ТР двигателя,1200,100,2-0251,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001574,82,N0001574_82,"49,200","24,600",ТР трансмиссии,1200,100,2-0253,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001574,85,N0001574_85,"157,800","78,900",ТР ходовой части,1200,100,2-0254,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001574,87,N0001574_87,"55,600","27,800",ТР электрооборудования,1200,100,2-0249,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001574,ЗД,N0001574_ЗД,"283,700","141,800",Замена двигателя,1200,100,2-0251,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001574,ЗС,N0001574_ЗС,"24,000","12,000",Замена колес,1200,100,2-0300,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001574,О1,N0001574_О1,"15,400","7,700",Техническое обслуживание 1,1200,100,2-0287,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001574,О2,N0001574_О2,"17,800","8,900",Техническое обслуживание 2,1200,100,2-0287,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001574,О3,N0001574_О3,"23,100","11,600",Техническое обслуживание 3,1200,100,2-0287,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001574,О4,N0001574_О4,"52,000","26,000",Техническое обслуживание 4,1200,100,2-0287,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001574,О5,N0001574_О5,"103,200","51,600",Техническое обслуживание 5,1200,100,2-0287,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001574,Р2,N0001574_Р2,"341,000","113,700",ТР2 рабочего оборудования,1200,100,2-0250,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001574,РО,N0001574_РО,"79,000","39,500",ТР1 рабочего оборудования,1200,100,2-0250,Бульдозер колесный Komatsu WD-600-6,,960003555,4,6/15/2020,6/15/2020,VER-TIP,1200,6/15/2020,
,,A,N0001702,ТО,N0001702_ТО,"14,667","7,333",(ТО) НТS600-800_E11_05,1200,100,1-2016,960000702,,960000702,4,2/24/2021,2/24/2021,C-ZIFROO,1200,2/24/2021,
,,A,N0001702,ТР,N0001702_ТР,"21,667","10,833",(ТР) НТS600-800_E11_05,1200,100,1-2016,960000702,,960000702,4,2/24/2021,2/24/2021,C-ZIFROO,1200,2/24/2021,
,,A,N0003579,ТР,N0003579_ТР,"35,300","17,900",(ТР) HM250 FHC-S C5 TRB_E18_03,1200,100,1-0118,960003579,,960003579,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003796,ТО,N0003796_ТО,"6,800","4,200",(ТО) VS100-L150-C4-HC_E18_02,1200,100,1-2018,960003796,,960003796,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003796,ТР,N0003796_ТР,"33,000","16,500",(ТР) VS100-L150-C4-HC_E18_02,1200,100,1-2018,960003796,,960003796,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003797,КР,N0003797_КР,"360,000","120,000",(КР) VG540-3V_E12_03,1200,100,1-0174,960003797,,960003797,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003797,ТО,N0003797_ТО,"72,000","24,000",(ТО) VG540-3V_E12_03,1200,100,1-0174,960003797,,960003797,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003797,ТР,N0003797_ТР,"90,000","30,000",(ТР) VG540-3V_E12_03,1200,100,1-0174,960003797,,960003797,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003798,Т1,N0003798_Т1,"30,100","11,100",(ТР1) millMAX 10x8-30_E18_02,1200,100,1-0124,960003798,,960003798,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003798,Т2,N0003798_Т2,"54,100","19,100",(ТР2) millMAX 10x8-30_E18_02,1200,100,1-0124,960003798,,960003798,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003798,ТО,N0003798_ТО,"18,700","6,900",(ТО) millMAX 10x8-30_E18_02,1200,100,1-0124,960003798,,960003798,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003799,ТО,N0003799_ТО,"6,800","4,200",(ТО) VS80 L150 O3 HC_E18_02,1200,100,1-2018,960003799,,960003799,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003799,ТР,N0003799_ТР,"33,000","16,500",(ТР) VS80 L150 O3 HC_E18_02,1200,100,1-2018,960003799,,960003799,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003800,ТО,N0003800_ТО,"6,100","3,600",(ТО) millMAX-e 3x2-8_E18_02,1200,100,1-2016,960003800,,960003800,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003800,ТР,N0003800_ТР,"40,700","20,750",(ТР) millMAX-e 3x2-8_E18_02,1200,100,1-2016,960003800,,960003800,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003801,ТО,N0003801_ТО,"5,000","3,100",(ТО) HPK 65/300_E18_02,1200,100,1-2018,960003801,,960003801,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003801,ТР,N0003801_ТР,"14,600","7,600",(ТР) HPK 65/300_E18_02,1200,100,1-2018,960003801,,960003801,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003802,ТО,N0003802_ТО,"5,000","3,100",(ТО) ELRPX 110 SS321_E18_06,1200,100,1-2018,960003802,,960003802,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003802,ТР,N0003802_ТР,"14,600","7,600",(ТР) ELRPX 110 SS321_E18_06,1200,100,1-2018,960003802,,960003802,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003804,ТО,N0003804_ТО,"5,000","3,100",(ТО) П90-65-280-К-11/4_E18_02,1200,100,1-2018,960003804,,960003804,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003804,ТР,N0003804_ТР,"14,600","7,600",(ТР) П90-65-280-К-11/4_E18_02,1200,100,1-2018,960003804,,960003804,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0003808,ТО,N0003808_ТО,"7,000","4,100",(ТО) WRH-K 125/11-355/4_E18_02,1200,100,1-2017,960003808,,960003808,4,2/24/2021,2/24/2021,C-ZIFROO,1200,2/24/2021,
,,A,N0003808,ТР,N0003808_ТР,"108,900","40,000",(ТР) WRH-K 125/11-355/4_E18_02,1200,100,1-2017,960003808,,960003808,4,2/24/2021,2/24/2021,C-ZIFROO,1200,2/24/2021,
,,A,N0003809,ТО,N0003809_ТО,"1,300","0,800",(ТО) СПФ-10_E08_02,1200,100,1-0132,960003809,,960003809,4,2/24/2021,2/24/2021,C-ZIFROO,1200,2/24/2021,
,,A,N0003809,ТР,N0003809_ТР,"35,300","18,100",(ТР) СПФ-10_E08_02,1200,100,1-0132,960003809,,960003809,4,2/24/2021,2/24/2021,C-ZIFROO,1200,2/24/2021,
,,A,N0003810,ТО,N0003810_ТО,"6,000","3,000",(ТО) SKB1299_E12_03,1200,100,1-2018,960003810,,960003810,4,2/25/2021,2/25/2021,C-ZIFROO,1200,2/25/2021,
,,A,N0003810,ТР,N0003810_ТР,"16,667","8,333",(ТР) SKB1299_E12_03,1200,100,1-2018,960003810,,960003810,4,2/25/2021,2/25/2021,C-ZIFROO,1200,2/25/2021,
,,A,N0003812,О1,N0003812_О1,"21,500","12,100",(ТО) КЛС800 8-4.2,1200,100,1-2017,КЛС-800_E23_01,,960003812,4,2/8/2021,2/8/2021,C-ZIFROO,1200,2/8/2021,
,,A,N0003812,Т1,N0003812_Т1,"157,100","74,900",(ТР) КЛС800 8-4.2,1200,100,1-2017,КЛС-800_E23_01,,960003812,4,2/8/2021,2/8/2021,C-ZIFROO,1200,2/8/2021,
,,A,N0003812,ТО,N0003812_ТО,"21,500","12,100",(ТО) КЛС800 8-4.1,1200,100,1-2017,КЛС-800_E23_01,,960003812,4,2/8/2021,2/8/2021,C-ZIFROO,1200,2/8/2021,
,,A,N0003812,ТР,N0003812_ТР,"157,100","74,900",(ТР) КЛС800 8-4.1,1200,100,1-2017,КЛС-800_E23_01,,960003812,4,2/8/2021,2/8/2021,C-ZIFROO,1200,2/8/2021,
,,A,N0003816,ТО,N0003816_ТО,"4,000","2,000",Техническое обслуживание,1200,100,1-2021,,,,4,2/25/2021,2/25/2021,VER-TIP,1200,2/25/2021,
,,A,N0003818,ТО,N0003818_ТО,"16,000","8,000",Техническое обслуживание,1200,700,1-0117,,,,4,3/6/2021,3/6/2021,VER-TIP,1200,3/6/2021,
,,A,N0003873,Т1,N0003873_Т1,"14,900","7,800",(ТР1) КЛС80.158-00.000,1200,100,1-0124,КЛС-80.158-00.000_E23_01,,960003873,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0003873,Т2,N0003873_Т2,"16,600","9,500",(ТР2) КЛС80.158-00.000,1200,100,1-0124,КЛС-80.158-00.000_E23_01,,960003873,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0003873,Т3,N0003873_Т3,"31,600","17,000",(ТР3) КЛС80.158-00.000,1200,100,1-0124,КЛС-80.158-00.000_E23_01,,960003873,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0003873,ТО,N0003873_ТО,"14,900","7,800",(ТО) КЛС80.158-00.000,1200,100,1-0124,КЛС-80.158-00.000_E23_01,,960003873,4,9/24/2020,9/11/2020,VER-TIP,1200,6/1/2019,
,,A,N0003874,ТО,N0003874_ТО,"24,000","12,000",Техническое обслуживание,1200,100,1-2021,FD30E_E17_10,,960000922,4,10/3/2020,10/3/2020,ST-00161,1200,10/3/2020,
,,A,N0003875,ТО,N0003875_ТО,"24,000","12,000",Техническое обслуживание,1200,100,1-2021,S770_E17_10,,960000936,4,10/3/2020,10/3/2020,ST-00161,1200,10/3/2020,
,,A,N0005625,ТО,N0005625_ТО,"16,000","8,000",Техническое обслуживание,1200,700,1-0117,,,,4,3/6/2021,3/6/2021,VER-TIP,1200,3/6/2021,
,,A,N0005626,ТО,N0005626_ТО,"16,000","8,000",Техническое обслуживание,1200,700,1-0117,,,,4,3/6/2021,3/6/2021,VER-TIP,1200,3/6/2021,
,,A,N0011069,Т1,N0011069_Т1,"50,400","19,500",(Т1) FALCON SB 1350,1200,100,1-0125,960011069,,960011069,1,3/5/2021,3/5/2021,C-ZIFROO,1200,3/5/2021,
,,A,N0011069,Т2,N0011069_Т2,"71,900","30,100",(Т2) FALCON SB 1350,1200,100,1-0125,960011069,,960011069,1,3/5/2021,3/5/2021,C-ZIFROO,1200,3/5/2021,
,,A,N0011069,ТО,N0011069_ТО,"48,500","18,700",(ТО) FALCON SB 1350,1200,100,1-0125,960011069,,960011069,1,3/5/2021,3/5/2021,C-ZIFROO,1200,3/5/2021,
,,A,N0011286,Т1,N0011286_Т1,"48,000","12,000",(ТР) Composit_E24_05 поз. 17,1200,100,1-0174,960001286,,960001286,4,2/9/2021,2/9/2021,C-ZIFROO,1200,2/9/2021,
,,A,N0011286,Т2,N0011286_Т2,"192,000","48,000",(КР) Composit_E24_05 поз. 17,1200,100,1-0174,960001286,,960001286,5,12/6/2021,2/9/2021,C-ZIFROO,1200,2/9/2021,
,,A,N0011291,КР,N0011291_КР,"108,000","36,000",(КР) распределитель поз. 20,1200,100,1-0218,960001291,,960001291,4,2/9/2021,2/9/2021,C-ZIFROO,1200,2/9/2021,
,,A,N0011291,ТО,N0011291_ТО,"12,000","4,000",(ТО) распределитель поз. 20,1200,100,1-0218,960001291,,960001291,4,2/9/2021,2/9/2021,C-ZIFROO,1200,2/9/2021,
,,A,N0013812,ТО,N0013812_ТО,"20,500","11,100",(ТО) КЛС800 224-2,1200,100,1-2017,КЛС-800_E23_01,,960003812,4,2/8/2021,2/8/2021,C-ZIFROO,1200,2/8/2021,
,,A,N0013812,ТР,N0013812_ТР,"115,500","58,100",(ТР) КЛС800 224-2,1200,100,1-2017,КЛС-800_E23_01,,960003812,4,2/8/2021,2/8/2021,C-ZIFROO,1200,2/8/2021,
,,A,N0021286,КР,N0021286_КР,"192,000","48,000",(КР) Composit_E24_05 поз. 18,1200,100,1-0202,960001286,,960001286,4,2/10/2021,2/10/2021,C-ZIFROO,1200,2/10/2021,
,,A,N0021286,ТР,N0021286_ТР,"48,000","12,000",(ТР) Composit_E24_05 поз. 18,1200,100,1-0202,960001286,,960001286,4,2/10/2021,2/10/2021,C-ZIFROO,1200,2/10/2021,
,,A,N0023812,ТО,N0023812_ТО,"20,500","11,100",(ТО) КЛС800 224-3,1200,100,1-2017,КЛС-800_E23_01,,960003812,4,2/8/2021,2/8/2021,C-ZIFROO,1200,2/8/2021,
,,A,N0023812,ТР,N0023812_ТР,"115,500","58,100",(ТР) КЛС800 224-3,1200,100,1-2017,КЛС-800_E23_01,,960003812,4,2/8/2021,2/8/2021,C-ZIFROO,1200,2/8/2021,
,,A,N0031286,КР,N0031286_КР,"192,000","48,000",(КР) Composit_E24_05 поз. 21С,1200,100,1-0202,960001286,,960001286,4,2/10/2021,2/10/2021,C-ZIFROO,1200,2/10/2021,
,,A,N0031286,ТР,N0031286_ТР,"48,000","12,000",(ТР) Composit_E24_05 поз. 21С,1200,100,1-0202,960001286,,960001286,4,2/10/2021,2/10/2021,C-ZIFROO,1200,2/10/2021,
,,A,N0033812,ТО,N0033812_ТО,"20,500","11,100",(ТО) КЛС800 226а-4,1200,100,1-2017,КЛС-800_E23_01,,960003812,4,2/8/2021,2/8/2021,C-ZIFROO,1200,2/8/2021,
,,A,N0033812,ТР,N0033812_ТР,"121,500","61,100",(ТР) КЛС800 226а-4,1200,100,1-2017,КЛС-800_E23_01,,960003812,4,2/8/2021,2/8/2021,C-ZIFROO,1200,2/8/2021,
,,A,N0041286,КР,N0041286_КР,"192,000","48,000",(КР) Composit_E24_05 поз. 23,1200,100,1-0202,960001286,,960001286,4,2/10/2021,2/10/2021,C-ZIFROO,1200,2/10/2021,
,,A,N0041286,ТР,N0041286_ТР,"48,000","12,000",(ТР) Composit_E24_05 поз. 23,1200,100,1-0202,960001286,,960001286,4,2/10/2021,2/10/2021,C-ZIFROO,1200,2/10/2021,
,,A,N0043812,ТО,N0043812_ТО,"20,500","11,100",(ТО) КЛС800 226а-3,1200,100,1-2017,КЛС-800_E23_01,,960003812,4,2/8/2021,2/8/2021,C-ZIFROO,1200,2/8/2021,
,,A,N0043812,ТР,N0043812_ТР,"121,500","61,100",(ТР) КЛС800 226а-3,1200,100,1-2017,КЛС-800_E23_01,,960003812,4,2/8/2021,2/8/2021,C-ZIFROO,1200,2/8/2021,
,,A,N0051286,ТР,N0051286_ТР,"96,000","24,000",(ТР) Composit_E24_05 поз. 17 (всас),1200,100,1-1951,960001286,,960001286,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0061286,ТР,N0061286_ТР,"96,000","24,000",(ТР) Composit_E24_05 поз. 18 (всас),1200,100,1-1951,960001286,,960001286,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0071286,ТР,N0071286_ТР,"96,000","24,000",(ТР) Composit_E24_05 поз. 21С (всас),1200,100,1-1951,960001286,,960001286,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0081286,ТР,N0081286_ТР,"96,000","24,000",(ТР) Composit_E24_05 поз. 23-1/2 (всас),1200,100,1-1951,960001286,,960001286,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
,,A,N0091286,ТР,N0091286_ТР,"240,000","60,000",(ТР) Composit_E24_05 поз. 23-3/4,1200,100,1-1951,960001286,,960001286,4,2/23/2021,2/23/2021,C-ZIFROO,1200,2/23/2021,
